locus_tag	ftype	length_bp	gene	EC_number	COG	product
DBBBBKPJ_03620	CDS	1218	argJ	2.3.1.1		bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
DBBBBKPJ_03621	CDS	636				glutathione S-transferase
DBBBBKPJ_03622	CDS	948	thiE_2	2.5.1.3		Thiamine-phosphate synthase
DBBBBKPJ_03623	CDS	579	cobO_2	2.5.1.-	COG2096	Cobalamin adenosyltransferase
DBBBBKPJ_03624	CDS	2097				two-component sensor
DBBBBKPJ_03625	CDS	912	panE	1.1.1.169		2-dehydropantoate 2-reductase
DBBBBKPJ_03626	CDS	1101				two-component response regulator
DBBBBKPJ_03627	CDS	480				nucleotide-binding protein
DBBBBKPJ_03628	CDS	837	mscS_2		COG0668	Small-conductance mechanosensitive channel
DBBBBKPJ_03629	CDS	1785	ampG			AmpG protein
DBBBBKPJ_03630	CDS	384	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
DBBBBKPJ_03631	CDS	969				hypothetical protein
DBBBBKPJ_03632	CDS	930				hypothetical protein
DBBBBKPJ_03633	CDS	759	speA_2	1.1.1.100		3-ketoacyl-ACP reductase
DBBBBKPJ_03634	CDS	735				hypothetical protein
DBBBBKPJ_03635	CDS	468				phage exclusion suppressor FxsA
DBBBBKPJ_03636	CDS	294	groES			co-chaperonin GroES
DBBBBKPJ_03637	CDS	1644	groEL			molecular chaperone GroEL
DBBBBKPJ_03638	CDS	687				hypothetical protein
DBBBBKPJ_03639	CDS	384				camphor resistance protein CrcB
DBBBBKPJ_03640	CDS	330				hypothetical protein
DBBBBKPJ_03641	CDS	795				hypothetical protein
DBBBBKPJ_03642	CDS	684				two-component response regulator
DBBBBKPJ_03643	CDS	1281				two-component sensor
DBBBBKPJ_03644	CDS	684				hypothetical protein
DBBBBKPJ_03645	CDS	705	inaA_2			Protein InaA
DBBBBKPJ_03646	CDS	243				hypothetical protein
DBBBBKPJ_03647	CDS	1197	pncB2	6.3.4.21		nicotinate phosphoribosyltransferase
DBBBBKPJ_03648	CDS	3057				multidrug efflux protein
DBBBBKPJ_03649	CDS	1131				resistance-nodulation-cell division (RND) efflux membrane fusion protein
DBBBBKPJ_03650	CDS	1095				hypothetical protein
DBBBBKPJ_03651	CDS	1065				hypothetical protein
DBBBBKPJ_03652	CDS	1422				hypothetical protein
DBBBBKPJ_03653	CDS	1341	icmP			insulin-cleaving metalloproteinase outer membrane protein
DBBBBKPJ_03654	CDS	573	lemA_2		COG1704	Protein LemA
DBBBBKPJ_03655	CDS	903				hypothetical protein
DBBBBKPJ_03656	CDS	2064	bifA			protein BifA
DBBBBKPJ_03657	CDS	582	sodB			superoxide dismutase
DBBBBKPJ_03658	CDS	603				transporter
DBBBBKPJ_03659	CDS	402				hypothetical protein
DBBBBKPJ_03660	CDS	897	iciA			chromosome replication initiation inhibitor protein
DBBBBKPJ_03661	CDS	1059				hypothetical protein
DBBBBKPJ_03662	CDS	990				oxidoreductase
DBBBBKPJ_03663	CDS	264				hypothetical protein
DBBBBKPJ_03664	CDS	837				hypothetical protein
DBBBBKPJ_03665	CDS	228				ferrous iron transporter A
DBBBBKPJ_03666	CDS	2301				ferrous iron transporter B
DBBBBKPJ_03667	CDS	243	feoC			putative [Fe-S]-dependent transcriptional repressor
DBBBBKPJ_03668	CDS	1053	xenB			xenobiotic reductase
DBBBBKPJ_03669	CDS	1167				major facilitator superfamily transporter
DBBBBKPJ_03670	CDS	303				hypothetical protein
DBBBBKPJ_03671	CDS	573	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
DBBBBKPJ_03672	CDS	861				hypothetical protein
DBBBBKPJ_03673	CDS	777				acyltransferase
DBBBBKPJ_03674	CDS	756				hypothetical protein
DBBBBKPJ_03675	CDS	897				hypothetical protein
DBBBBKPJ_03676	CDS	786				hypothetical protein
DBBBBKPJ_03677	CDS	1116				hypothetical protein
DBBBBKPJ_03678	CDS	336				hypothetical protein
DBBBBKPJ_03679	CDS	591				hypothetical protein
DBBBBKPJ_03680	CDS	1221				hydrolase
DBBBBKPJ_03681	CDS	1320				major facilitator superfamily transporter
DBBBBKPJ_03682	CDS	1485		3.5.1.4		amidase
DBBBBKPJ_03683	CDS	771				transcriptional regulator
DBBBBKPJ_03684	CDS	573				hypothetical protein
DBBBBKPJ_03685	CDS	1158				phospholipase
DBBBBKPJ_03686	CDS	1281				acyltransferase
DBBBBKPJ_03687	CDS	612				hypothetical protein
DBBBBKPJ_03688	CDS	582	pfpI_1			protease PfpI
DBBBBKPJ_03689	CDS	309				hypothetical protein
DBBBBKPJ_03690	CDS	1320				manganese transporter MntH
DBBBBKPJ_03691	CDS	1524				fumarase
DBBBBKPJ_03692	CDS	1128				hypothetical protein
DBBBBKPJ_03693	CDS	927	ndoR	1.18.1.7		Naphthalene 1,2-dioxygenase system ferredoxin--NAD(P)(+), reductase component
DBBBBKPJ_03694	CDS	774				enoyl-CoA hydratase
DBBBBKPJ_03695	CDS	1452	pykA	2.7.1.40		pyruvate kinase
DBBBBKPJ_03696	CDS	915	uspE_1		COG0589	Universal stress protein E
DBBBBKPJ_03697	CDS	807				hypothetical protein
DBBBBKPJ_03698	CDS	378				hypothetical protein
DBBBBKPJ_03699	CDS	423				hypothetical protein
DBBBBKPJ_03700	CDS	360				hypothetical protein
DBBBBKPJ_03701	CDS	1332				hypothetical protein
DBBBBKPJ_03702	CDS	1008				hypothetical protein
DBBBBKPJ_03703	CDS	1284				hypothetical protein
DBBBBKPJ_03704	CDS	1572				hypothetical protein
DBBBBKPJ_03705	CDS	981				hypothetical protein
DBBBBKPJ_03706	CDS	750				hypothetical protein
DBBBBKPJ_03707	CDS	738				hypothetical protein
DBBBBKPJ_03708	CDS	1443	sbcB	3.1.11.1		exonuclease I
DBBBBKPJ_03709	CDS	375	mvaT_1			transcriptional regulator MvaT
DBBBBKPJ_03710	CDS	852	purU1	3.5.1.10		formyltetrahydrofolate deformylase
DBBBBKPJ_03711	CDS	213				hypothetical protein
DBBBBKPJ_03712	CDS	1002				hypothetical protein
DBBBBKPJ_03713	CDS	762				hypothetical protein
DBBBBKPJ_03714	CDS	1116	pimC	2.4.1.-		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase
DBBBBKPJ_03715	CDS	339	pctB			chemotactic transducer PctB
DBBBBKPJ_03716	CDS	561	msuE			FMN reductase MsuE
DBBBBKPJ_03717	CDS	267				hypothetical protein
DBBBBKPJ_03718	CDS	1086				transcriptional regulator
DBBBBKPJ_03719	CDS	1101				hypothetical protein
DBBBBKPJ_03720	CDS	3816				hypothetical protein
DBBBBKPJ_03721	CDS	759				hypothetical protein
DBBBBKPJ_03722	CDS	1332				hypothetical protein
DBBBBKPJ_03723	CDS	477				hypothetical protein
DBBBBKPJ_03724	CDS	546				hypothetical protein
DBBBBKPJ_03725	CDS	1485				uricase
DBBBBKPJ_03726	CDS	498	hcp1_1			protein secretion apparatus assembly protein
DBBBBKPJ_03727	CDS	426				hypothetical protein
DBBBBKPJ_03728	CDS	1794				hypothetical protein
DBBBBKPJ_03729	CDS	1017				hypothetical protein
DBBBBKPJ_03730	CDS	2550				ClpA/B-type protease
DBBBBKPJ_03731	CDS	426				hypothetical protein
DBBBBKPJ_03732	CDS	1068				hypothetical protein
DBBBBKPJ_03733	CDS	2007	vgrG1_3			type VI secretion system protein VgrG
DBBBBKPJ_03734	CDS	537				hypothetical protein
DBBBBKPJ_03735	CDS	396				hypothetical protein
DBBBBKPJ_03736	CDS	642				transcriptional regulator
DBBBBKPJ_03737	CDS	1206				hypothetical protein
DBBBBKPJ_03738	CDS	2316				aldehyde dehydrogenase
DBBBBKPJ_03739	CDS	471				oxidoreductase
DBBBBKPJ_03740	CDS	243				hypothetical protein
DBBBBKPJ_03741	CDS	243				hypothetical protein
DBBBBKPJ_03742	CDS	1152	lldA			L-lactate dehydrogenase
DBBBBKPJ_03743	CDS	921				transcriptional regulator
DBBBBKPJ_03744	CDS	324				hypothetical protein
DBBBBKPJ_03745	CDS	2289	pvdQ			acyl-homoserine lactone acylase PvdQ
DBBBBKPJ_03746	CDS	1332	pvdA			L-ornithine N5-oxygenase
DBBBBKPJ_03747	CDS	480	fpvI			RNA polymerase sigma factor
DBBBBKPJ_03748	CDS	996	fpvR			protein FpvR
DBBBBKPJ_03749	CDS	1176	pvdR			pyoverdine biosynthesis protein PvdR
DBBBBKPJ_03750	CDS	1992	pvdT			pyoverdine biosynthesis protein PvdT
DBBBBKPJ_03751	CDS	1419	oprM_5			outer membrane protein OprM
DBBBBKPJ_03752	CDS	1647	pvdP			pyoverdine biosynthesis protein PvdP
DBBBBKPJ_03753	CDS	1347				dipeptidase
DBBBBKPJ_03754	CDS	1284	pvdN_2			pyoverdine biosynthesis protein PvdN
DBBBBKPJ_03755	CDS	855	pvdO			pyoverdine biosynthesis protein PvdO
DBBBBKPJ_03756	CDS	876	pvdF			pyoverdine synthetase F
DBBBBKPJ_03757	CDS	1653	pvdE			pyoverdine biosynthesis protein PvdE
DBBBBKPJ_03758	CDS	2427	fiuA_2			ferrichrome receptor FiuA
DBBBBKPJ_03759	CDS	966	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
DBBBBKPJ_03760	CDS	4521				peptide synthase
DBBBBKPJ_03761	CDS	237				hypothetical protein
DBBBBKPJ_03762	CDS	363				hypothetical protein
DBBBBKPJ_03763	CDS	1695	lpdG_2	1.8.1.4		2-oxoglutarate dehydrogenase complex dihydrolipoyl dehydrogenase
DBBBBKPJ_03764	CDS	462	merC			Mercuric transport protein MerC
DBBBBKPJ_03765	CDS	276	merP_1			Mercuric transport protein periplasmic component
DBBBBKPJ_03766	CDS	351	merT_1			Mercuric transport protein MerT
DBBBBKPJ_03767	CDS	435				transcriptional regulator
DBBBBKPJ_03768	tRNA	76				tRNA-Gly(gcc)
DBBBBKPJ_03769	CDS	321				hypothetical protein
DBBBBKPJ_03770	CDS	321				hypothetical protein
DBBBBKPJ_03771	CDS	546				hypothetical protein
DBBBBKPJ_03772	CDS	240				hypothetical protein
DBBBBKPJ_03773	CDS	195				hypothetical protein
DBBBBKPJ_03774	CDS	2142				hypothetical protein
DBBBBKPJ_03775	CDS	633				hypothetical protein
DBBBBKPJ_03776	CDS	243				hypothetical protein
DBBBBKPJ_03777	CDS	594				hypothetical protein
DBBBBKPJ_03778	CDS	726				hypothetical protein
DBBBBKPJ_03779	CDS	411				hypothetical protein
DBBBBKPJ_03780	CDS	381				hypothetical protein
DBBBBKPJ_03781	CDS	2448				acyl-CoA dehydrogenase
DBBBBKPJ_03782	CDS	672				hypothetical protein
DBBBBKPJ_03783	CDS	621				glutathione S-transferase
DBBBBKPJ_03784	CDS	933				ABC transporter ATP-binding protein
DBBBBKPJ_03785	CDS	780				ABC transporter permease
DBBBBKPJ_03786	CDS	1332	copS			two-component sensor CopS
DBBBBKPJ_03787	CDS	681	copR			two-component response regulator CopR
DBBBBKPJ_03788	CDS	192	ptrA			repressor PtrA
DBBBBKPJ_03789	CDS	537				hypothetical protein
DBBBBKPJ_03790	CDS	831				7-cyano-7-deazaguanine reductase
DBBBBKPJ_03791	CDS	264				hypothetical protein
DBBBBKPJ_03792	CDS	582				hypothetical protein
DBBBBKPJ_03793	CDS	744	phnX_2	3.11.1.1		Phosphonoacetaldehyde hydrolase
DBBBBKPJ_03794	CDS	720				transcriptional regulator
DBBBBKPJ_03795	CDS	405				hypothetical protein
DBBBBKPJ_03796	CDS	705	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
DBBBBKPJ_03797	CDS	300				hypothetical protein
DBBBBKPJ_03798	CDS	1185				two-component response regulator
DBBBBKPJ_03799	CDS	483				hypothetical protein
DBBBBKPJ_03800	CDS	924	tal	2.2.1.2		transaldolase B
DBBBBKPJ_03801	CDS	939				tRNA-dihydrouridine synthase A
DBBBBKPJ_03802	CDS	1155				hypothetical protein
DBBBBKPJ_03803	CDS	276				hypothetical protein
DBBBBKPJ_03804	CDS	120				hypothetical protein
DBBBBKPJ_03805	CDS	312				hypothetical protein
DBBBBKPJ_03806	CDS	1068	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
DBBBBKPJ_03807	CDS	1050				hypothetical protein
DBBBBKPJ_03808	CDS	480				hypothetical protein
DBBBBKPJ_03809	CDS	240				hypothetical protein
DBBBBKPJ_03810	CDS	627				hypothetical protein
DBBBBKPJ_03811	CDS	318	prtN_2			transcriptional regulator PrtN
DBBBBKPJ_03812	CDS	309				hypothetical protein
DBBBBKPJ_03813	CDS	294				hypothetical protein
DBBBBKPJ_03814	CDS	312				hypothetical protein
DBBBBKPJ_03815	CDS	192				hypothetical protein
DBBBBKPJ_03816	CDS	270	prtR_2			HTH-type transcriptional regulator PrtR
DBBBBKPJ_03817	CDS	555				hypothetical protein
DBBBBKPJ_03818	CDS	210	ptrB_3			repressor PtrB
DBBBBKPJ_03819	CDS	2214				hypothetical protein
DBBBBKPJ_03820	CDS	372				hypothetical protein
DBBBBKPJ_03821	CDS	363				hypothetical protein
DBBBBKPJ_03822	CDS	525				hypothetical protein
DBBBBKPJ_03823	CDS	1887				hypothetical protein
DBBBBKPJ_03824	CDS	216				hypothetical protein
DBBBBKPJ_03825	CDS	1473				hypothetical protein
DBBBBKPJ_03826	CDS	1221				hypothetical protein
DBBBBKPJ_03827	CDS	351				hypothetical protein
DBBBBKPJ_03828	CDS	1038				hypothetical protein
DBBBBKPJ_03829	CDS	186				hypothetical protein
DBBBBKPJ_03830	CDS	315				hypothetical protein
DBBBBKPJ_03831	CDS	669				hypothetical protein
DBBBBKPJ_03832	CDS	537				hypothetical protein
DBBBBKPJ_03833	CDS	558				hypothetical protein
DBBBBKPJ_03834	CDS	222				hypothetical protein
DBBBBKPJ_03835	CDS	327				bacteriophage protein
DBBBBKPJ_03836	CDS	885				bacteriophage protein
DBBBBKPJ_03837	CDS	531				bacteriophage protein
DBBBBKPJ_03838	CDS	2082				bacteriophage protein
DBBBBKPJ_03839	CDS	465				hypothetical protein
DBBBBKPJ_03840	CDS	1161				bacteriophage protein
DBBBBKPJ_03841	CDS	510				bacteriophage protein
DBBBBKPJ_03842	CDS	297				hypothetical protein
DBBBBKPJ_03843	CDS	2691				hypothetical protein
DBBBBKPJ_03844	CDS	840				hypothetical protein
DBBBBKPJ_03845	CDS	207				hypothetical protein
DBBBBKPJ_03846	CDS	1053				hypothetical protein
DBBBBKPJ_03847	CDS	186				hypothetical protein
DBBBBKPJ_03848	CDS	630				hypothetical protein
DBBBBKPJ_03849	CDS	369				hypothetical protein
DBBBBKPJ_03850	CDS	1605				hypothetical protein
DBBBBKPJ_03851	CDS	339				hypothetical protein
DBBBBKPJ_03852	CDS	2355				hypothetical protein
DBBBBKPJ_03853	CDS	594	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
DBBBBKPJ_03854	CDS	1215	sbnD			Staphyloferrin B transporter
DBBBBKPJ_03855	CDS	657				transcriptional regulator
DBBBBKPJ_03856	CDS	1035				hypothetical protein
DBBBBKPJ_03857	CDS	597				hypothetical protein
DBBBBKPJ_03858	CDS	291				hypothetical protein
DBBBBKPJ_03859	CDS	378				hypothetical protein
DBBBBKPJ_03860	CDS	93				hypothetical protein
DBBBBKPJ_03861	CDS	1080				hypothetical protein
DBBBBKPJ_03862	CDS	1596				chemotaxis transducer
DBBBBKPJ_03863	CDS	1239	cpg2	3.4.17.11		glutamate carboxypeptidase
DBBBBKPJ_03864	CDS	468				hypothetical protein
DBBBBKPJ_03865	CDS	219				transcriptional regulator
DBBBBKPJ_03866	CDS	558				hypothetical protein
DBBBBKPJ_03867	CDS	1824				hypothetical protein
DBBBBKPJ_03868	CDS	480				hypothetical protein
DBBBBKPJ_03869	CDS	342				hypothetical protein
DBBBBKPJ_03870	CDS	345				hypothetical protein
DBBBBKPJ_03871	CDS	399				hypothetical protein
DBBBBKPJ_03872	CDS	978				hypothetical protein
DBBBBKPJ_03873	CDS	957	yfdC		COG2116	Inner membrane protein YfdC
DBBBBKPJ_03874	CDS	1284				oxidoreductase
DBBBBKPJ_03875	tRNA	77				tRNA-Val(gac)
DBBBBKPJ_03876	CDS	438				hypothetical protein
DBBBBKPJ_03877	CDS	588				hypothetical protein
DBBBBKPJ_03878	CDS	507				hypothetical protein
DBBBBKPJ_03879	CDS	171				hypothetical protein
DBBBBKPJ_03880	CDS	225				hypothetical protein
DBBBBKPJ_03881	CDS	834	hel		COG2503	Lipoprotein E
DBBBBKPJ_03882	CDS	267				hypothetical protein
DBBBBKPJ_03883	CDS	780				isomerase
DBBBBKPJ_03884	CDS	411				hypothetical protein
DBBBBKPJ_03885	CDS	483				hypothetical protein
DBBBBKPJ_03886	CDS	969				enoyl-CoA hydratase
DBBBBKPJ_03887	CDS	582				transcriptional regulator
DBBBBKPJ_03888	CDS	96				hypothetical protein
DBBBBKPJ_03889	CDS	882				hypothetical protein
DBBBBKPJ_03890	CDS	696				hypothetical protein
DBBBBKPJ_03891	CDS	210				hypothetical protein
DBBBBKPJ_03892	CDS	189				hypothetical protein
DBBBBKPJ_03893	CDS	210				hypothetical protein
DBBBBKPJ_03894	CDS	345				hypothetical protein
DBBBBKPJ_03895	CDS	372				hypothetical protein
DBBBBKPJ_03896	CDS	1281	oprD_2			porin D
DBBBBKPJ_03897	CDS	315				hypothetical protein
DBBBBKPJ_03898	CDS	888				transcriptional regulator
DBBBBKPJ_03899	CDS	444				hypothetical protein
DBBBBKPJ_03900	CDS	387				hypothetical protein
DBBBBKPJ_03901	CDS	471	eco			ecotin
DBBBBKPJ_03902	CDS	231				hypothetical protein
DBBBBKPJ_03903	CDS	198				hypothetical protein
DBBBBKPJ_03904	CDS	330	yqjD_2		COG4575	putative protein YqjD
DBBBBKPJ_03905	CDS	375				hypothetical protein
DBBBBKPJ_03906	CDS	444	yqaA		COG1238	Inner membrane protein YqaA
DBBBBKPJ_03907	CDS	318				hypothetical protein
DBBBBKPJ_03908	CDS	900				hypothetical protein
DBBBBKPJ_03909	CDS	234				hypothetical protein
DBBBBKPJ_03910	CDS	231				hypothetical protein
DBBBBKPJ_03911	CDS	519				hypothetical protein
DBBBBKPJ_03912	CDS	465	endA_2			DNA-specific endonuclease I
DBBBBKPJ_03913	CDS	1140	xerC_4			Tyrosine recombinase XerC
DBBBBKPJ_03914	CDS	1668				hypothetical protein
DBBBBKPJ_03915	CDS	1875				hypothetical protein
DBBBBKPJ_03916	CDS	1107				hypothetical protein
DBBBBKPJ_03917	CDS	1248				hypothetical protein
DBBBBKPJ_03918	CDS	1140				hypothetical protein
DBBBBKPJ_03919	CDS	1128				hypothetical protein
DBBBBKPJ_03920	CDS	759				hypothetical protein
DBBBBKPJ_03921	CDS	1095	stiP	3.4.22.-		Cysteine protease StiP
DBBBBKPJ_03922	CDS	948				hypothetical protein
DBBBBKPJ_03923	CDS	729				hypothetical protein
DBBBBKPJ_03924	CDS	594	yceC		COG2310	Stress response protein SCP2
DBBBBKPJ_03925	CDS	1182				hypothetical protein
DBBBBKPJ_03926	CDS	450				hypothetical protein
DBBBBKPJ_03927	CDS	1035	alx_2		COG0861	Putative membrane-bound redox modulator Alx
DBBBBKPJ_03928	CDS	579	yceD_2		COG2310	General stress protein 16U
DBBBBKPJ_03929	CDS	579	yceD_3		COG2310	General stress protein 16U
DBBBBKPJ_03930	CDS	1332				hypothetical protein
DBBBBKPJ_03931	CDS	1194				hypothetical protein
DBBBBKPJ_03932	CDS	966	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
DBBBBKPJ_03933	CDS	2967				Tn3 family transposase TnAs1
DBBBBKPJ_03934	CDS	561				DNA invertase
DBBBBKPJ_03935	CDS	561				cbb3-type cytochrome C oxidase subunit I
DBBBBKPJ_03936	CDS	222				hypothetical protein
DBBBBKPJ_03937	CDS	1158				hypothetical protein
DBBBBKPJ_03938	CDS	864				transcriptional regulator
DBBBBKPJ_03939	CDS	276				hypothetical protein
DBBBBKPJ_03940	CDS	1206				hypothetical protein
DBBBBKPJ_03941	CDS	1005				transcriptional regulator
DBBBBKPJ_03942	CDS	243				hypothetical protein
DBBBBKPJ_03943	CDS	1170				major facilitator superfamily transporter
DBBBBKPJ_03944	CDS	585				Fe/S biogenesis protein NfuA
DBBBBKPJ_03945	CDS	2289	cti			cis/trans isomerase
DBBBBKPJ_03946	CDS	519				hypothetical protein
DBBBBKPJ_03947	CDS	465				hypothetical protein
DBBBBKPJ_03948	CDS	3705	metH	2.1.1.13		B12-dependent methionine synthase
DBBBBKPJ_03949	CDS	363			COG3171	putative protein
DBBBBKPJ_03950	CDS	498	proX		COG3760	Prolyl-tRNA editing protein ProX
DBBBBKPJ_03951	CDS	303				hypothetical protein
DBBBBKPJ_03952	CDS	1041				RNA methyltransferase
DBBBBKPJ_03953	CDS	228				hypothetical protein
DBBBBKPJ_03954	CDS	117				hypothetical protein
DBBBBKPJ_03955	CDS	1659	cysI			sulfite reductase
DBBBBKPJ_03956	CDS	498				hypothetical protein
DBBBBKPJ_03957	CDS	582				transcriptional regulator
DBBBBKPJ_03958	CDS	438				hypothetical protein
DBBBBKPJ_03959	CDS	876				alpha/beta hydrolase
DBBBBKPJ_03960	CDS	993				oxidoreductase
DBBBBKPJ_03961	CDS	1026				protease
DBBBBKPJ_03962	CDS	711				hypothetical protein
DBBBBKPJ_03963	CDS	315				hypothetical protein
DBBBBKPJ_03964	CDS	1071				hypothetical protein
DBBBBKPJ_03965	CDS	768				short-chain dehydrogenase
DBBBBKPJ_03966	CDS	762				short-chain dehydrogenase
DBBBBKPJ_03967	CDS	906				transcriptional regulator
DBBBBKPJ_03968	CDS	645				hypothetical protein
DBBBBKPJ_03969	CDS	780	yfcA		COG0730	putative membrane transporter protein YfcA
DBBBBKPJ_03970	CDS	837				NADH pyrophosphatase
DBBBBKPJ_03971	CDS	1689	chpA_1			chemotactic signal transduction system protein
DBBBBKPJ_03972	CDS	813		4.2.1.17		enoyl-CoA hydratase
DBBBBKPJ_03973	CDS	1503	nhaB			Na(+)/H(+) antiporter NhaB
DBBBBKPJ_03974	CDS	1356				amino acid permease
DBBBBKPJ_03975	CDS	2256	ldcA			lysine-specific pyridoxal 5'-phosphate-dependent carboxylase LdcA
DBBBBKPJ_03976	CDS	390				hypothetical protein
DBBBBKPJ_03977	CDS	741	dnaQ			DNA polymerase III subunit epsilon
DBBBBKPJ_03978	CDS	447	rnhA	3.1.26.4		ribonuclease HI
DBBBBKPJ_03979	CDS	762				hypothetical protein
DBBBBKPJ_03980	CDS	777		3.1.2.6		hydroxyacylglutathione hydrolase
DBBBBKPJ_03981	CDS	1605	mltD			membrane-bound lytic murein transglycosylase D
DBBBBKPJ_03982	CDS	1830				solute-binding protein
DBBBBKPJ_03983	CDS	1848				ABC transporter
DBBBBKPJ_03984	CDS	1083				ABC transporter permease
DBBBBKPJ_03985	CDS	1020				ABC transporter permease
DBBBBKPJ_03986	CDS	1611				ABC transporter ATP-binding protein
DBBBBKPJ_03987	CDS	798	fabI			NADH-dependent enoyl-ACP reductase
DBBBBKPJ_03988	CDS	1866	ppiD			peptidyl-prolyl cis-trans isomerase D
DBBBBKPJ_03989	tRNA	77				tRNA-Asp(gtc)
DBBBBKPJ_03990	CDS	273	hupB			DNA-binding protein HU
DBBBBKPJ_03991	CDS	2397	lon			Lon protease
DBBBBKPJ_03992	CDS	1281	clpX			ATP-dependent protease ATP-binding subunit ClpX
DBBBBKPJ_03993	CDS	642	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
DBBBBKPJ_03994	CDS	1311	tig	5.2.1.8		trigger factor
DBBBBKPJ_03995	CDS	708	parR			two-component response regulator ParR
DBBBBKPJ_03996	CDS	1287	parS			two-component sensor ParS
DBBBBKPJ_03997	CDS	1833	dap	3.4.11.19		D-aminopeptidase
DBBBBKPJ_03998	CDS	117				hypothetical protein
DBBBBKPJ_03999	CDS	222				hypothetical protein
DBBBBKPJ_04000	tRNA	76				tRNA-His(gtg)
DBBBBKPJ_04001	tRNA	85				tRNA-Leu(tag)
DBBBBKPJ_04002	tRNA	76				tRNA-His(gtg)
DBBBBKPJ_04003	tRNA	77				tRNA-Arg(tct)
DBBBBKPJ_04004	CDS	855	folD	1.5.1.5		bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
DBBBBKPJ_04005	CDS	1383	cysS	6.1.1.16		cysteine--tRNA ligase
DBBBBKPJ_04006	CDS	1671	glnS	6.1.1.18		glutamine--tRNA ligase
DBBBBKPJ_04007	CDS	498	ppiB			peptidyl-prolyl cis-trans isomerase B
DBBBBKPJ_04008	CDS	723		3.6.1.-		UDP-2,3-diacylglucosamine hydrolase
DBBBBKPJ_04009	CDS	1332				hypothetical protein
DBBBBKPJ_04010	CDS	612				hypothetical protein
DBBBBKPJ_04011	CDS	864	uspE_2		COG0589	Universal stress protein E
DBBBBKPJ_04012	CDS	468				hypothetical protein
DBBBBKPJ_04013	CDS	2610	acnB	4.2.1.3		aconitate hydratase B
DBBBBKPJ_04014	CDS	1209	nrtA			Nitrate/nitrite binding protein NrtA
DBBBBKPJ_04015	CDS	579	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
DBBBBKPJ_04016	CDS	696	alyA_2	4.2.2.3		Alginate lyase
DBBBBKPJ_04017	CDS	1212	nasA			nitrate transporter
DBBBBKPJ_04018	CDS	1668				serine/threonine-protein kinase
DBBBBKPJ_04019	CDS	2451	nirB			assimilatory nitrite reductase large subunit
DBBBBKPJ_04020	CDS	327	nirD			assimilatory nitrite reductase small subunit
DBBBBKPJ_04021	tRNA	99				tRNA-Cys(gca)
DBBBBKPJ_04022	CDS	738	cobA	2.1.1.107		uroporphyrin-III C-methyltransferase
DBBBBKPJ_04023	CDS	1053	oprF			outer membrane porin F
DBBBBKPJ_04024	CDS	498	sigX			RNA polymerase sigma factor SigX
DBBBBKPJ_04025	CDS	825				hypothetical protein
DBBBBKPJ_04026	CDS	249				hypothetical protein
DBBBBKPJ_04027	CDS	999	cmaX_1			transporter
DBBBBKPJ_04028	CDS	489				ribonuclease activity regulator protein RraA
DBBBBKPJ_04029	CDS	1011	estX			hydrolase
DBBBBKPJ_04030	CDS	2376	ppsA	2.7.9.2		phosphoenolpyruvate synthase
DBBBBKPJ_04031	CDS	819				phosphoenolpyruvate synthase regulatory protein
DBBBBKPJ_04032	CDS	540				hypothetical protein
DBBBBKPJ_04033	CDS	1527				hypothetical protein
DBBBBKPJ_04034	CDS	984				hypothetical protein
DBBBBKPJ_04035	CDS	1191				hypothetical protein
DBBBBKPJ_04036	CDS	1599				hypothetical protein
DBBBBKPJ_04037	CDS	1026				hypothetical protein
DBBBBKPJ_04038	CDS	762				hypothetical protein
DBBBBKPJ_04039	CDS	438				hypothetical protein
DBBBBKPJ_04040	CDS	2724				transcriptional regulator
DBBBBKPJ_04041	CDS	2571				transcriptional regulator
DBBBBKPJ_04042	CDS	1362	pabB			para-aminobenzoate synthase component I
DBBBBKPJ_04043	CDS	618	thrH			phosphoserine phosphatase
DBBBBKPJ_04044	CDS	735	cysH_2	1.8.4.8		phosphoadenosine phosphosulfate reductase
DBBBBKPJ_04045	CDS	348				hypothetical protein
DBBBBKPJ_04046	CDS	975	cysB			transcriptional regulator CysB
DBBBBKPJ_04047	CDS	498				hypothetical protein
DBBBBKPJ_04048	CDS	948		1.1.1.169		2-dehydropantoate 2-reductase
DBBBBKPJ_04049	CDS	381				hypothetical protein
DBBBBKPJ_04050	CDS	1077		2.5.1.54		phospho-2-dehydro-3-deoxyheptonate aldolase
DBBBBKPJ_04051	CDS	285				hypothetical protein
DBBBBKPJ_04052	CDS	690		4.2.1.17		enoyl-CoA hydratase
