locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJBIBFBA_03580	CDS	447				hypothetical protein
AJBIBFBA_03581	CDS	630				hypothetical protein
AJBIBFBA_03582	CDS	1347				hypothetical protein
AJBIBFBA_03583	CDS	1095	zapE_2		COG1485	Cell division protein ZapE
AJBIBFBA_03584	CDS	963				hypothetical protein
AJBIBFBA_03585	CDS	999	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
AJBIBFBA_03586	CDS	1137	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AJBIBFBA_03587	CDS	1038	tas		COG0667	Protein tas
AJBIBFBA_03588	CDS	429	rplM		COG0102	50S ribosomal protein L13
AJBIBFBA_03589	CDS	393	rpsI		COG0103	30S ribosomal protein S9
AJBIBFBA_03590	CDS	594	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
AJBIBFBA_03591	CDS	1212	petB		COG1290	Cytochrome b
AJBIBFBA_03592	CDS	783	petC		COG2857	Ammonia monooxygenase gamma subunit
AJBIBFBA_03593	CDS	618	sspA_2		COG0625	Stringent starvation protein A
AJBIBFBA_03594	CDS	408	sspB		COG2969	Stringent starvation protein B
AJBIBFBA_03595	CDS	579				hypothetical protein
AJBIBFBA_03596	CDS	594	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
AJBIBFBA_03597	CDS	246				hypothetical protein
AJBIBFBA_03598	CDS	1815	lpoA		COG3107	Penicillin-binding protein activator LpoA
AJBIBFBA_03599	CDS	849	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
AJBIBFBA_03600	CDS	405	mraZ		COG2001	Transcriptional regulator MraZ
AJBIBFBA_03601	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
AJBIBFBA_03602	CDS	294	ftsL		COG3116	Cell division protein FtsL
AJBIBFBA_03603	CDS	1740	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
AJBIBFBA_03604	CDS	1464	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
AJBIBFBA_03605	CDS	1377	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
AJBIBFBA_03606	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
AJBIBFBA_03607	CDS	1347	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
AJBIBFBA_03608	CDS	1200	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
AJBIBFBA_03609	CDS	1074	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AJBIBFBA_03610	CDS	1443	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
AJBIBFBA_03611	CDS	960	ddl_2	6.3.2.4	COG1181	D-alanine--D-alanine ligase
AJBIBFBA_03612	CDS	864	ftsQ			Cell division protein FtsQ
AJBIBFBA_03613	CDS	1254	ftsA_1		COG0849	Cell division protein FtsA
AJBIBFBA_03614	CDS	1185	ftsZ		COG0206	Cell division protein FtsZ
AJBIBFBA_03615	CDS	912	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
AJBIBFBA_03616	CDS	462				hypothetical protein
AJBIBFBA_03617	CDS	924				hypothetical protein
AJBIBFBA_03618	CDS	2751	secA		COG0653	Protein translocase subunit SecA
AJBIBFBA_03619	CDS	1218	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
AJBIBFBA_03620	CDS	636	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
AJBIBFBA_03621	CDS	948	thiE_2	2.5.1.3		Thiamine-phosphate synthase
AJBIBFBA_03622	CDS	579	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
AJBIBFBA_03623	CDS	2097	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
AJBIBFBA_03624	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
AJBIBFBA_03625	CDS	1101	cheB_4	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
AJBIBFBA_03626	CDS	480				hypothetical protein
AJBIBFBA_03627	CDS	837	mscS_2		COG0668	Small-conductance mechanosensitive channel
AJBIBFBA_03628	CDS	1785				hypothetical protein
AJBIBFBA_03629	CDS	384	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
AJBIBFBA_03630	CDS	969				hypothetical protein
AJBIBFBA_03631	CDS	930				hypothetical protein
AJBIBFBA_03632	CDS	759	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AJBIBFBA_03633	CDS	735				hypothetical protein
AJBIBFBA_03634	CDS	468				hypothetical protein
AJBIBFBA_03635	CDS	294	groS		COG0234	10 kDa chaperonin
AJBIBFBA_03636	CDS	1644	groL		COG0459	60 kDa chaperonin
AJBIBFBA_03637	CDS	687				hypothetical protein
AJBIBFBA_03638	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
AJBIBFBA_03639	CDS	330				hypothetical protein
AJBIBFBA_03640	CDS	795				hypothetical protein
AJBIBFBA_03641	CDS	684	czcR_4			Transcriptional activator protein CzcR
AJBIBFBA_03642	CDS	1281	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
AJBIBFBA_03643	CDS	684				hypothetical protein
AJBIBFBA_03644	CDS	705	inaA_2			Protein InaA
AJBIBFBA_03645	CDS	243				hypothetical protein
AJBIBFBA_03646	CDS	1197	pncB2_2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
AJBIBFBA_03647	CDS	3057	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
AJBIBFBA_03648	CDS	1131	mexA_1			Multidrug resistance protein MexA
AJBIBFBA_03649	CDS	1095				hypothetical protein
AJBIBFBA_03650	CDS	1065				hypothetical protein
AJBIBFBA_03651	CDS	1422				hypothetical protein
AJBIBFBA_03652	CDS	1341				hypothetical protein
AJBIBFBA_03653	CDS	573	lemA_2		COG1704	Protein LemA
AJBIBFBA_03654	CDS	903				hypothetical protein
AJBIBFBA_03655	CDS	2064				hypothetical protein
AJBIBFBA_03656	CDS	582	sodB_2	1.15.1.1	COG0605	Superoxide dismutase [Fe]
AJBIBFBA_03657	CDS	603	argO		COG1279	Arginine exporter protein ArgO
AJBIBFBA_03658	CDS	402				hypothetical protein
AJBIBFBA_03659	CDS	897	argP_3		COG0583	HTH-type transcriptional regulator ArgP
AJBIBFBA_03660	CDS	1059				hypothetical protein
AJBIBFBA_03661	CDS	990	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
AJBIBFBA_03662	CDS	264				hypothetical protein
AJBIBFBA_03663	CDS	837				hypothetical protein
AJBIBFBA_03664	CDS	228	feoA		COG1918	Fe(2+) transport protein A
AJBIBFBA_03665	CDS	2301	feoB		COG0370	Fe(2+) transporter FeoB
AJBIBFBA_03666	CDS	243	feoC			putative [Fe-S]-dependent transcriptional repressor
AJBIBFBA_03667	CDS	1053	nemA_3	1.3.1.-	COG1902	N-ethylmaleimide reductase
AJBIBFBA_03668	CDS	1167	ydhP_3		COG2814	Inner membrane transport protein YdhP
AJBIBFBA_03669	CDS	303				hypothetical protein
AJBIBFBA_03670	CDS	573	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
AJBIBFBA_03671	CDS	861				hypothetical protein
AJBIBFBA_03672	CDS	777				hypothetical protein
AJBIBFBA_03673	CDS	756				hypothetical protein
AJBIBFBA_03674	CDS	897				hypothetical protein
AJBIBFBA_03675	CDS	786				hypothetical protein
AJBIBFBA_03676	CDS	1116				hypothetical protein
AJBIBFBA_03677	CDS	336				hypothetical protein
AJBIBFBA_03678	CDS	591				hypothetical protein
AJBIBFBA_03679	CDS	1221	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
AJBIBFBA_03680	CDS	1320	proP_2			Proline/betaine transporter
AJBIBFBA_03681	CDS	1485	aam_2	3.5.1.13	COG0154	Acylamidase
AJBIBFBA_03682	CDS	771				hypothetical protein
AJBIBFBA_03683	CDS	573				hypothetical protein
AJBIBFBA_03684	CDS	1158	ywiE_1	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
AJBIBFBA_03685	CDS	1281				hypothetical protein
AJBIBFBA_03686	CDS	612				hypothetical protein
AJBIBFBA_03687	CDS	582	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
AJBIBFBA_03688	CDS	309				hypothetical protein
AJBIBFBA_03689	CDS	1320	mntH_2			Divalent metal cation transporter MntH
AJBIBFBA_03690	CDS	1524	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
AJBIBFBA_03691	CDS	1128				hypothetical protein
AJBIBFBA_03692	CDS	927	ndoR	1.18.1.7		Naphthalene 1,2-dioxygenase system ferredoxin--NAD(P)(+), reductase component
AJBIBFBA_03693	CDS	774	paaF_4	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
AJBIBFBA_03694	CDS	1452	pykA	2.7.1.40	COG0469	Pyruvate kinase II
AJBIBFBA_03695	CDS	915	uspE_1		COG0589	Universal stress protein E
AJBIBFBA_03696	CDS	807				hypothetical protein
AJBIBFBA_03697	CDS	378				hypothetical protein
AJBIBFBA_03698	CDS	423				hypothetical protein
AJBIBFBA_03699	CDS	360				hypothetical protein
AJBIBFBA_03700	CDS	1332				hypothetical protein
AJBIBFBA_03701	CDS	1008				hypothetical protein
AJBIBFBA_03702	CDS	1284				hypothetical protein
AJBIBFBA_03703	CDS	1572				hypothetical protein
AJBIBFBA_03704	CDS	981				hypothetical protein
AJBIBFBA_03705	CDS	750				hypothetical protein
AJBIBFBA_03706	CDS	738				hypothetical protein
AJBIBFBA_03707	CDS	1443	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
AJBIBFBA_03708	CDS	375				hypothetical protein
AJBIBFBA_03709	CDS	852	purU_1	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
AJBIBFBA_03710	CDS	213				hypothetical protein
AJBIBFBA_03711	CDS	1002				hypothetical protein
AJBIBFBA_03712	CDS	762				hypothetical protein
AJBIBFBA_03713	CDS	1116	pimC	2.4.1.-		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase
AJBIBFBA_03714	CDS	339	pctB		COG0840	Methyl-accepting chemotaxis protein PctB
AJBIBFBA_03715	CDS	561	sfnF	1.5.1.42	COG0431	NADH-dependent FMN reductase SfnF
AJBIBFBA_03716	CDS	267				hypothetical protein
AJBIBFBA_03717	CDS	1086	sfnR_1		COG1221	Sigma54-dependent transcriptional activator SfnR
AJBIBFBA_03718	CDS	1101				hypothetical protein
AJBIBFBA_03719	CDS	3816				hypothetical protein
AJBIBFBA_03720	CDS	759				hypothetical protein
AJBIBFBA_03721	CDS	1332				hypothetical protein
AJBIBFBA_03722	CDS	477				hypothetical protein
AJBIBFBA_03723	CDS	546				hypothetical protein
AJBIBFBA_03724	CDS	1485				hypothetical protein
AJBIBFBA_03725	CDS	498	hcp1_1		COG3157	Protein hcp1
AJBIBFBA_03726	CDS	426				hypothetical protein
AJBIBFBA_03727	CDS	1794				hypothetical protein
AJBIBFBA_03728	CDS	1017				hypothetical protein
AJBIBFBA_03729	CDS	2550	clpV1_1		COG0542	Protein ClpV1
AJBIBFBA_03730	CDS	426				hypothetical protein
AJBIBFBA_03731	CDS	1068				hypothetical protein
AJBIBFBA_03732	CDS	2007	vgrG1_3	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
AJBIBFBA_03733	CDS	537				hypothetical protein
AJBIBFBA_03734	CDS	396				hypothetical protein
AJBIBFBA_03735	CDS	642	degU_3		COG2197	Transcriptional regulatory protein DegU
AJBIBFBA_03736	CDS	1206				hypothetical protein
AJBIBFBA_03737	CDS	2316	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
AJBIBFBA_03738	CDS	471	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
AJBIBFBA_03739	CDS	243				hypothetical protein
AJBIBFBA_03740	CDS	243				hypothetical protein
AJBIBFBA_03741	CDS	1152	lldD_2	1.1.-.-	COG1304	L-lactate dehydrogenase
AJBIBFBA_03742	CDS	921	gcvA_7			Glycine cleavage system transcriptional activator
AJBIBFBA_03743	CDS	324				hypothetical protein
AJBIBFBA_03744	CDS	2289	pvdQ	3.5.1.97	COG2366	Acyl-homoserine lactone acylase PvdQ
AJBIBFBA_03745	CDS	1332	pvdA	1.14.13.195	COG3486	L-ornithine N(5)-monooxygenase
AJBIBFBA_03746	CDS	480	fecI_6		COG1595	putative RNA polymerase sigma factor FecI
AJBIBFBA_03747	CDS	996				hypothetical protein
AJBIBFBA_03748	CDS	1176	macA		COG0845	Macrolide export protein MacA
AJBIBFBA_03749	CDS	1992	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
AJBIBFBA_03750	CDS	1419	ttgF_2			Toluene efflux pump outer membrane protein TtgF
AJBIBFBA_03751	CDS	1647				hypothetical protein
AJBIBFBA_03752	CDS	1347				hypothetical protein
AJBIBFBA_03753	CDS	1284	cefD_2	5.1.1.17	COG0520	Isopenicillin N epimerase
AJBIBFBA_03754	CDS	855	egtB	1.14.99.50		Hercynine oxygenase
AJBIBFBA_03755	CDS	876	purN_2	2.1.2.2		Phosphoribosylglycinamide formyltransferase
AJBIBFBA_03756	CDS	1653	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
AJBIBFBA_03757	CDS	2427	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
AJBIBFBA_03758	CDS	966	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
AJBIBFBA_03759	CDS	4521	lgrD_2			Linear gramicidin synthase subunit D
AJBIBFBA_03760	CDS	237				hypothetical protein
AJBIBFBA_03761	CDS	363				hypothetical protein
AJBIBFBA_03762	CDS	1695	merA_1	1.16.1.1		Mercuric reductase
AJBIBFBA_03763	CDS	462	merC			Mercuric transport protein MerC
AJBIBFBA_03764	CDS	276	merP_1			Mercuric transport protein periplasmic component
AJBIBFBA_03765	CDS	351	merT_1			Mercuric transport protein MerT
AJBIBFBA_03766	CDS	435				ISL3 family transposase ISStma11
AJBIBFBA_03767	tRNA	76				tRNA-Gly(gcc)
AJBIBFBA_03768	CDS	321				hypothetical protein
AJBIBFBA_03769	CDS	321				hypothetical protein
AJBIBFBA_03770	CDS	546				hypothetical protein
AJBIBFBA_03771	CDS	240				hypothetical protein
AJBIBFBA_03772	CDS	195				hypothetical protein
AJBIBFBA_03773	CDS	2142				hypothetical protein
AJBIBFBA_03774	CDS	633				hypothetical protein
AJBIBFBA_03775	CDS	243				hypothetical protein
AJBIBFBA_03776	CDS	594				hypothetical protein
AJBIBFBA_03777	CDS	726				hypothetical protein
AJBIBFBA_03778	CDS	411				hypothetical protein
AJBIBFBA_03779	CDS	381				hypothetical protein
AJBIBFBA_03780	CDS	2448	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
AJBIBFBA_03781	CDS	672				hypothetical protein
AJBIBFBA_03782	CDS	621	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
AJBIBFBA_03783	CDS	933	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
AJBIBFBA_03784	CDS	780	yadH		COG0842	Inner membrane transport permease YadH
AJBIBFBA_03785	CDS	1332	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
AJBIBFBA_03786	CDS	681	copR			Transcriptional activator protein CopR
AJBIBFBA_03787	CDS	192				hypothetical protein
AJBIBFBA_03788	CDS	537				hypothetical protein
AJBIBFBA_03789	CDS	831	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
AJBIBFBA_03790	CDS	264				hypothetical protein
AJBIBFBA_03791	CDS	582				hypothetical protein
AJBIBFBA_03792	CDS	744	phnX_2	3.11.1.1		Phosphonoacetaldehyde hydrolase
AJBIBFBA_03793	CDS	720	phnR_2		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
AJBIBFBA_03794	CDS	405				hypothetical protein
AJBIBFBA_03795	CDS	705	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
AJBIBFBA_03796	CDS	300				hypothetical protein
AJBIBFBA_03797	CDS	1185	rssB_4		COG0784	Regulator of RpoS
AJBIBFBA_03798	CDS	483				hypothetical protein
AJBIBFBA_03799	CDS	924	tal	2.2.1.2		Transaldolase
AJBIBFBA_03800	CDS	939	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
AJBIBFBA_03801	CDS	1155				hypothetical protein
AJBIBFBA_03802	CDS	276				hypothetical protein
AJBIBFBA_03803	CDS	120				hypothetical protein
AJBIBFBA_03804	CDS	312				hypothetical protein
AJBIBFBA_03805	CDS	1068	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
AJBIBFBA_03806	CDS	1050				hypothetical protein
AJBIBFBA_03807	CDS	480				hypothetical protein
AJBIBFBA_03808	CDS	240				hypothetical protein
AJBIBFBA_03809	CDS	627				hypothetical protein
AJBIBFBA_03810	CDS	318				hypothetical protein
AJBIBFBA_03811	CDS	309				hypothetical protein
AJBIBFBA_03812	CDS	294				hypothetical protein
AJBIBFBA_03813	CDS	312				hypothetical protein
AJBIBFBA_03814	CDS	192				hypothetical protein
AJBIBFBA_03815	CDS	270	prtR_3		COG2932	HTH-type transcriptional regulator PrtR
AJBIBFBA_03816	CDS	555				hypothetical protein
AJBIBFBA_03817	CDS	210	ybiI_2		COG1734	putative protein YbiI
AJBIBFBA_03818	CDS	2214				hypothetical protein
AJBIBFBA_03819	CDS	372				hypothetical protein
AJBIBFBA_03820	CDS	363				hypothetical protein
AJBIBFBA_03821	CDS	525				hypothetical protein
AJBIBFBA_03822	CDS	1887				hypothetical protein
AJBIBFBA_03823	CDS	216				hypothetical protein
AJBIBFBA_03824	CDS	1473				hypothetical protein
AJBIBFBA_03825	CDS	1221				hypothetical protein
AJBIBFBA_03826	CDS	351				hypothetical protein
AJBIBFBA_03827	CDS	1038				hypothetical protein
AJBIBFBA_03828	CDS	186				hypothetical protein
AJBIBFBA_03829	CDS	315				hypothetical protein
AJBIBFBA_03830	CDS	669				hypothetical protein
AJBIBFBA_03831	CDS	537				hypothetical protein
AJBIBFBA_03832	CDS	558				hypothetical protein
AJBIBFBA_03833	CDS	222				hypothetical protein
AJBIBFBA_03834	CDS	327				hypothetical protein
AJBIBFBA_03835	CDS	885				hypothetical protein
AJBIBFBA_03836	CDS	531				hypothetical protein
AJBIBFBA_03837	CDS	2082				hypothetical protein
AJBIBFBA_03838	CDS	465				hypothetical protein
AJBIBFBA_03839	CDS	1161	gpFI_4			Putative prophage major tail sheath protein
AJBIBFBA_03840	CDS	510				hypothetical protein
AJBIBFBA_03841	CDS	297				hypothetical protein
AJBIBFBA_03842	CDS	2691				hypothetical protein
AJBIBFBA_03843	CDS	840				hypothetical protein
AJBIBFBA_03844	CDS	207				hypothetical protein
AJBIBFBA_03845	CDS	1053				hypothetical protein
AJBIBFBA_03846	CDS	186				hypothetical protein
AJBIBFBA_03847	CDS	630				hypothetical protein
AJBIBFBA_03848	CDS	369				hypothetical protein
AJBIBFBA_03849	CDS	1605				hypothetical protein
AJBIBFBA_03850	CDS	339				hypothetical protein
AJBIBFBA_03851	CDS	2355				hypothetical protein
AJBIBFBA_03852	CDS	594	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
AJBIBFBA_03853	CDS	1215	sbnD			Staphyloferrin B transporter
AJBIBFBA_03854	CDS	657				hypothetical protein
AJBIBFBA_03855	CDS	1035				hypothetical protein
AJBIBFBA_03856	CDS	597				hypothetical protein
AJBIBFBA_03857	CDS	291				hypothetical protein
AJBIBFBA_03858	CDS	378				hypothetical protein
AJBIBFBA_03859	CDS	93				hypothetical protein
AJBIBFBA_03860	CDS	1080				hypothetical protein
AJBIBFBA_03861	CDS	1596				hypothetical protein
AJBIBFBA_03862	CDS	1239	cpg2	3.4.17.11		Carboxypeptidase G2
AJBIBFBA_03863	CDS	468				hypothetical protein
AJBIBFBA_03864	CDS	219				hypothetical protein
AJBIBFBA_03865	CDS	558				hypothetical protein
AJBIBFBA_03866	CDS	1824				hypothetical protein
AJBIBFBA_03867	CDS	480				hypothetical protein
AJBIBFBA_03868	CDS	342				hypothetical protein
AJBIBFBA_03869	CDS	345				hypothetical protein
AJBIBFBA_03870	CDS	399				hypothetical protein
AJBIBFBA_03871	CDS	978				hypothetical protein
AJBIBFBA_03872	CDS	957	yfdC		COG2116	Inner membrane protein YfdC
AJBIBFBA_03873	CDS	1284	puuB_7	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
AJBIBFBA_03874	tRNA	77				tRNA-Val(gac)
AJBIBFBA_03875	CDS	438				hypothetical protein
AJBIBFBA_03876	CDS	588				hypothetical protein
AJBIBFBA_03877	CDS	507				hypothetical protein
AJBIBFBA_03878	CDS	171				hypothetical protein
AJBIBFBA_03879	CDS	225				hypothetical protein
AJBIBFBA_03880	CDS	834	hel		COG2503	Lipoprotein E
AJBIBFBA_03881	CDS	267				hypothetical protein
AJBIBFBA_03882	CDS	780	yddE_3	5.1.-.-	COG0384	putative isomerase YddE
AJBIBFBA_03883	CDS	411				hypothetical protein
AJBIBFBA_03884	CDS	483				hypothetical protein
AJBIBFBA_03885	CDS	969	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
AJBIBFBA_03886	CDS	582				hypothetical protein
AJBIBFBA_03887	CDS	96				hypothetical protein
AJBIBFBA_03888	CDS	882				hypothetical protein
AJBIBFBA_03889	CDS	696				hypothetical protein
AJBIBFBA_03890	CDS	210				hypothetical protein
AJBIBFBA_03891	CDS	189				hypothetical protein
AJBIBFBA_03892	CDS	210				hypothetical protein
AJBIBFBA_03893	CDS	345				hypothetical protein
AJBIBFBA_03894	CDS	372				hypothetical protein
AJBIBFBA_03895	CDS	1281	oprD_3	3.4.21.-		Porin D
AJBIBFBA_03896	CDS	315				hypothetical protein
AJBIBFBA_03897	CDS	888	yhaJ_3			HTH-type transcriptional regulator YhaJ
AJBIBFBA_03898	CDS	444				hypothetical protein
AJBIBFBA_03899	CDS	387				hypothetical protein
AJBIBFBA_03900	CDS	471	eco		COG4574	Ecotin
AJBIBFBA_03901	CDS	231				hypothetical protein
AJBIBFBA_03902	CDS	198				hypothetical protein
AJBIBFBA_03903	CDS	330	yqjD_2		COG4575	putative protein YqjD
AJBIBFBA_03904	CDS	375				hypothetical protein
AJBIBFBA_03905	CDS	444	yqaA		COG1238	Inner membrane protein YqaA
AJBIBFBA_03906	CDS	318				hypothetical protein
AJBIBFBA_03907	CDS	900				hypothetical protein
AJBIBFBA_03908	CDS	234				hypothetical protein
AJBIBFBA_03909	CDS	231				hypothetical protein
AJBIBFBA_03910	CDS	519				hypothetical protein
AJBIBFBA_03911	CDS	465	nucM	3.1.21.-	COG2356	Nuclease NucM
AJBIBFBA_03912	CDS	1140	xerC_5			Tyrosine recombinase XerC
AJBIBFBA_03913	CDS	1668				hypothetical protein
AJBIBFBA_03914	CDS	1875				hypothetical protein
AJBIBFBA_03915	CDS	1107				hypothetical protein
AJBIBFBA_03916	CDS	1248				hypothetical protein
AJBIBFBA_03917	CDS	1140				hypothetical protein
AJBIBFBA_03918	CDS	1128				hypothetical protein
AJBIBFBA_03919	CDS	759				hypothetical protein
AJBIBFBA_03920	CDS	1095	stiP	3.4.22.-		Cysteine protease StiP
AJBIBFBA_03921	CDS	948				hypothetical protein
AJBIBFBA_03922	CDS	729				hypothetical protein
AJBIBFBA_03923	CDS	594	yceC		COG2310	Stress response protein SCP2
AJBIBFBA_03924	CDS	1182				hypothetical protein
AJBIBFBA_03925	CDS	450				hypothetical protein
AJBIBFBA_03926	CDS	1035	alx_2		COG0861	Putative membrane-bound redox modulator Alx
AJBIBFBA_03927	CDS	579	yceD_2		COG2310	General stress protein 16U
AJBIBFBA_03928	CDS	579	yceD_3		COG2310	General stress protein 16U
AJBIBFBA_03929	CDS	1332				hypothetical protein
AJBIBFBA_03930	CDS	1194				hypothetical protein
AJBIBFBA_03931	CDS	966	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
AJBIBFBA_03932	CDS	2967				Tn3 family transposase TnAs1
AJBIBFBA_03933	CDS	561	hin_1		COG1961	DNA-invertase hin
AJBIBFBA_03934	CDS	561	ccoN1_4	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
AJBIBFBA_03935	CDS	222				hypothetical protein
AJBIBFBA_03936	CDS	1158				hypothetical protein
AJBIBFBA_03937	CDS	864	hdfR_6			HTH-type transcriptional regulator HdfR
AJBIBFBA_03938	CDS	276				hypothetical protein
AJBIBFBA_03939	CDS	1206				hypothetical protein
AJBIBFBA_03940	CDS	1005	rhaS_8			HTH-type transcriptional activator RhaS
AJBIBFBA_03941	CDS	243				hypothetical protein
AJBIBFBA_03942	CDS	1170	rfnT			Riboflavin transporter RfnT
AJBIBFBA_03943	CDS	585	nfuA		COG0316	Fe/S biogenesis protein NfuA
AJBIBFBA_03944	CDS	2289				hypothetical protein
AJBIBFBA_03945	CDS	519				hypothetical protein
AJBIBFBA_03946	CDS	465				hypothetical protein
AJBIBFBA_03947	CDS	3705	metH	2.1.1.13	COG0646	Methionine synthase
AJBIBFBA_03948	CDS	363			COG3171	putative protein
AJBIBFBA_03949	CDS	498	proX		COG3760	Prolyl-tRNA editing protein ProX
AJBIBFBA_03950	CDS	303				hypothetical protein
AJBIBFBA_03951	CDS	1041	rlmN_2	2.1.1.192		Dual-specificity RNA methyltransferase RlmN
AJBIBFBA_03952	CDS	228				hypothetical protein
AJBIBFBA_03953	CDS	117				hypothetical protein
AJBIBFBA_03954	CDS	1659	sir_3	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
AJBIBFBA_03955	CDS	498				hypothetical protein
AJBIBFBA_03956	CDS	582				hypothetical protein
AJBIBFBA_03957	CDS	438				hypothetical protein
AJBIBFBA_03958	CDS	876				hypothetical protein
AJBIBFBA_03959	CDS	993	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
AJBIBFBA_03960	CDS	1026	sohB	3.4.21.-	COG0616	putative protease SohB
AJBIBFBA_03961	CDS	711				hypothetical protein
AJBIBFBA_03962	CDS	315				hypothetical protein
AJBIBFBA_03963	CDS	1071				hypothetical protein
AJBIBFBA_03964	CDS	768	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AJBIBFBA_03965	CDS	762	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AJBIBFBA_03966	CDS	906	benM_3			HTH-type transcriptional regulator BenM
AJBIBFBA_03967	CDS	645				hypothetical protein
AJBIBFBA_03968	CDS	780	yfcA		COG0730	putative membrane transporter protein YfcA
AJBIBFBA_03969	CDS	837	nudC_3	3.6.1.22	COG2816	NADH pyrophosphatase
AJBIBFBA_03970	CDS	1689				hypothetical protein
AJBIBFBA_03971	CDS	813	crt_3	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
AJBIBFBA_03972	CDS	1503	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
AJBIBFBA_03973	CDS	1356	adiC		COG0531	Arginine/agmatine antiporter
AJBIBFBA_03974	CDS	2256	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
AJBIBFBA_03975	CDS	390				hypothetical protein
