locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNCGEDBI_02993	CDS	345	osmY		COG2823	Osmotically-inducible protein Y
FNCGEDBI_02994	CDS	198				hypothetical protein
FNCGEDBI_02995	CDS	315				hypothetical protein
FNCGEDBI_02996	CDS	294				hypothetical protein
FNCGEDBI_02997	CDS	3267				hypothetical protein
FNCGEDBI_02998	CDS	882				hypothetical protein
FNCGEDBI_02999	CDS	1938	acsB	6.2.1.1		acetyl-CoA synthetase
FNCGEDBI_03000	CDS	1665	pgi	5.3.1.9		glucose-6-phosphate isomerase
FNCGEDBI_03001	CDS	381	panD	4.1.1.11		aspartate alpha-decarboxylase
FNCGEDBI_03002	CDS	852	panC	6.3.2.1		pantoate--beta-alanine ligase
FNCGEDBI_03003	CDS	801	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
FNCGEDBI_03004	CDS	489	folK			2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
FNCGEDBI_03005	CDS	1404	pcnB			poly(A) polymerase
FNCGEDBI_03006	CDS	1437	cbrB			two-component response regulator CbrB
FNCGEDBI_03007	CDS	2952	cbrA			two-component sensor CbrA
FNCGEDBI_03008	CDS	177				hypothetical protein
FNCGEDBI_03009	CDS	882				glutamyl-Q tRNA(Asp) synthetase
FNCGEDBI_03010	CDS	447	dksA_1			suppressor protein DksA
FNCGEDBI_03011	CDS	1173	aruH_2			arginine:pyruvate transaminase AruH
FNCGEDBI_03012	CDS	708				sugar fermentation stimulation protein A
FNCGEDBI_03013	CDS	1092	trmA	2.1.1.35		tRNA (uracil-5-)-methyltransferase
FNCGEDBI_03014	CDS	1296				transporter
FNCGEDBI_03015	CDS	477	secD_2			Protein translocase subunit SecD
FNCGEDBI_03016	CDS	894				hypothetical protein
FNCGEDBI_03017	CDS	855	phzF1_1			trans-2,3-dihydro-3-hydroxyanthranilate isomerase
FNCGEDBI_03018	CDS	1236				aminotransferase
FNCGEDBI_03019	CDS	450				hypothetical protein
FNCGEDBI_03020	CDS	450				hypothetical protein
FNCGEDBI_03021	CDS	513				hypothetical protein
FNCGEDBI_03022	CDS	324				hypothetical protein
FNCGEDBI_03023	CDS	2295	phuR			heme/hemoglobin uptake outer membrane receptor PhuR
FNCGEDBI_03024	CDS	1065				hemin degrading factor
FNCGEDBI_03025	CDS	894	phuT_2			heme-transporter PhuT
FNCGEDBI_03026	CDS	984				ABC transporter permease
FNCGEDBI_03027	CDS	768				hemin importer ATP-binding subunit
FNCGEDBI_03028	CDS	888				hypothetical protein
FNCGEDBI_03029	CDS	798	cbpA			cAMP-binding protein A
FNCGEDBI_03030	CDS	273				hypothetical protein
FNCGEDBI_03031	CDS	348				hypothetical protein
FNCGEDBI_03032	CDS	1563			COG0645	putative protein
FNCGEDBI_03033	CDS	2325	mrcB			penicillin-binding protein 1B
FNCGEDBI_03034	CDS	780				hypothetical protein
FNCGEDBI_03035	CDS	330	yqcC		COG3098	putative protein YqcC
FNCGEDBI_03036	CDS	186				hypothetical protein
FNCGEDBI_03037	CDS	1998				hypothetical protein
FNCGEDBI_03038	CDS	543				hypothetical protein
FNCGEDBI_03039	CDS	381				putative protein
FNCGEDBI_03040	CDS	828	wspR_2			two-component response regulator
FNCGEDBI_03041	CDS	591	yigZ		COG1739	IMPACT family member YigZ
FNCGEDBI_03042	CDS	666				transcriptional regulator
FNCGEDBI_03043	CDS	1407				transporter
FNCGEDBI_03044	CDS	837				hypothetical protein
FNCGEDBI_03045	CDS	1617				gamma-glutamyltranspeptidase
FNCGEDBI_03046	CDS	798				transcriptional regulator
FNCGEDBI_03047	CDS	1335	opdC			histidine porin OpdC
FNCGEDBI_03048	CDS	186				hypothetical protein
FNCGEDBI_03049	CDS	939				transcriptional regulator
FNCGEDBI_03050	CDS	3048				resistance-nodulation-cell division (RND) efflux transporter
FNCGEDBI_03051	CDS	1071				resistance-nodulation-cell division (RND) efflux membrane fusion protein
FNCGEDBI_03052	CDS	1104				resistance-nodulation-cell division (RND) efflux membrane fusion protein
FNCGEDBI_03053	CDS	840	pcaR			transcriptional regulator PcaR
FNCGEDBI_03054	CDS	606	pcaG			protocatechuate 3,4-dioxygenase subunit alpha
FNCGEDBI_03055	CDS	720	pcaH			protocatechuate 3,4-dioxygenase subunit beta
FNCGEDBI_03056	CDS	918	pcaQ			transcriptional regulator PcaQ
FNCGEDBI_03057	CDS	2388				TonB-dependent receptor
FNCGEDBI_03058	CDS	996				transmembrane sensor
FNCGEDBI_03059	CDS	588				ECF subfamily sigma-70 factor
FNCGEDBI_03060	CDS	951		3.5.4.4		adenosine deaminase
FNCGEDBI_03061	CDS	963				oxidoreductase
FNCGEDBI_03062	CDS	1098				Purine-binding protein
FNCGEDBI_03063	CDS	516				hypothetical protein
FNCGEDBI_03064	CDS	627				hypothetical protein
FNCGEDBI_03065	CDS	1053	nuh			nonspecific ribonucleoside hydrolase
FNCGEDBI_03066	CDS	1350		3.5.4.43		8-oxoguanine deaminase
FNCGEDBI_03067	CDS	1074	ppk2	2.7.4.1	COG2326	Polyphosphate:ADP/GDP phosphotransferase
FNCGEDBI_03068	CDS	1566	ahpF			alkyl hydroperoxide reductase
FNCGEDBI_03069	CDS	564	ahpC			alkyl hydroperoxide reductase
FNCGEDBI_03070	CDS	927				ABC transporter permease
FNCGEDBI_03071	CDS	1098				ABC transporter permease
FNCGEDBI_03072	CDS	1572				ABC transporter ATP-binding protein
FNCGEDBI_03073	CDS	885				hypothetical protein
FNCGEDBI_03074	CDS	1299				guanine deaminase
FNCGEDBI_03075	CDS	918				HTH-type transcriptional activator BauR
FNCGEDBI_03076	CDS	1347		2.6.1.18		beta alanine--pyruvate transaminase
FNCGEDBI_03077	CDS	288				beta-alanine degradation protein BauB
FNCGEDBI_03078	CDS	1494				3-oxopropanoate dehydrogenase
FNCGEDBI_03079	CDS	1428	gabP			gamma-aminobutyrate permease
FNCGEDBI_03080	CDS	342				hypothetical protein
FNCGEDBI_03081	CDS	501				hypothetical protein
FNCGEDBI_03082	CDS	621				hypothetical protein
FNCGEDBI_03083	CDS	228				hypothetical protein
FNCGEDBI_03084	CDS	282				hypothetical protein
FNCGEDBI_03085	CDS	909				transcriptional regulator
FNCGEDBI_03086	CDS	411				hypothetical protein
FNCGEDBI_03087	CDS	735				transcriptional regulator
FNCGEDBI_03088	CDS	687				transcriptional regulator
FNCGEDBI_03089	CDS	1335				C4-dicarboxylate transporter DctA
FNCGEDBI_03090	CDS	588	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
FNCGEDBI_03091	CDS	729				short-chain dehydrogenase
FNCGEDBI_03092	CDS	474			COG1733	putative HTH-type transcriptional regulator
FNCGEDBI_03093	CDS	453	elaA		COG2153	Protein ElaA
FNCGEDBI_03094	CDS	636	senC			cytochrome c oxidase assembly protein SenC
FNCGEDBI_03095	CDS	915		2.5.1.-		protoheme IX farnesyltransferase
FNCGEDBI_03096	CDS	1074	ctaA	1.3.-.-		Heme A synthase
FNCGEDBI_03097	CDS	579				hypothetical protein
FNCGEDBI_03098	CDS	795				hypothetical protein
FNCGEDBI_03099	CDS	210				hypothetical protein
FNCGEDBI_03100	CDS	888	coIII			cytochrome C oxidase subunit III
FNCGEDBI_03101	CDS	555				cytochrome C oxidase assembly protein
FNCGEDBI_03102	CDS	1593	coxA			cytochrome C oxidase subunit I
FNCGEDBI_03103	CDS	1101	coxB			cytochrome C oxidase subunit II
FNCGEDBI_03104	CDS	639				hypothetical protein
FNCGEDBI_03105	CDS	1572				sulfate transporter
FNCGEDBI_03106	CDS	729				carbonic anhydrase
FNCGEDBI_03107	CDS	1233				hypothetical protein
FNCGEDBI_03108	CDS	915				hypothetical protein
FNCGEDBI_03109	CDS	948				hypothetical protein
FNCGEDBI_03110	CDS	1038		2.3.1.41		3-oxoacyl-ACP synthase
FNCGEDBI_03111	CDS	1113				hypothetical protein
FNCGEDBI_03112	CDS	450				hypothetical protein
FNCGEDBI_03113	CDS	2226				hypothetical protein
FNCGEDBI_03114	CDS	435				hypothetical protein
FNCGEDBI_03115	CDS	1293				hypothetical protein
FNCGEDBI_03116	CDS	285				hypothetical protein
FNCGEDBI_03117	CDS	1941	vgrG1_2			type VI secretion system protein VgrG
FNCGEDBI_03118	CDS	2709	clpV1			secretion protein ClpV1
FNCGEDBI_03119	CDS	1047				hypothetical protein
FNCGEDBI_03120	CDS	1860				hypothetical protein
FNCGEDBI_03121	CDS	510				hypothetical protein
FNCGEDBI_03122	CDS	786				hypothetical protein
FNCGEDBI_03123	CDS	489	hcp1_1			protein secretion apparatus assembly protein
FNCGEDBI_03124	CDS	1497				uricase
FNCGEDBI_03125	CDS	519				hypothetical protein
FNCGEDBI_03126	CDS	1035				hypothetical protein
FNCGEDBI_03127	CDS	1506	fha1			Fha domain-containing protein
FNCGEDBI_03128	CDS	465				hypothetical protein
FNCGEDBI_03129	CDS	1335				hypothetical protein
FNCGEDBI_03130	CDS	1350				hypothetical protein
FNCGEDBI_03131	CDS	3531	icmF1_1			type VI secretion protein IcmF
FNCGEDBI_03132	CDS	681				hypothetical protein
FNCGEDBI_03133	CDS	729	pppA			serine/threonine phosphatase
FNCGEDBI_03134	CDS	3099	ppkA			serine/threonine protein kinase PpkA
FNCGEDBI_03135	CDS	720				ABC transporter ATP-binding protein
FNCGEDBI_03136	CDS	1200				hypothetical protein
FNCGEDBI_03137	CDS	1713				hypothetical protein
FNCGEDBI_03138	CDS	915				hypothetical protein
FNCGEDBI_03139	CDS	1059				hypothetical protein
FNCGEDBI_03140	CDS	276				hypothetical protein
FNCGEDBI_03141	CDS	2046	prlC			oligopeptidase A
FNCGEDBI_03142	CDS	543	yrdA_2		COG0663	Protein YrdA
FNCGEDBI_03143	CDS	666				5'-nucleotidase
FNCGEDBI_03144	CDS	984				hypothetical protein
FNCGEDBI_03145	CDS	1128				hypothetical protein
FNCGEDBI_03146	CDS	417				hypothetical protein
FNCGEDBI_03147	CDS	438				hypothetical protein
FNCGEDBI_03148	CDS	234				hypothetical protein
FNCGEDBI_03149	CDS	426	osmC			osmotically inducible protein OsmC
FNCGEDBI_03150	CDS	705				hypothetical protein
FNCGEDBI_03151	CDS	888				hypothetical protein
FNCGEDBI_03152	CDS	921				transcriptional regulator
FNCGEDBI_03153	CDS	507				hypothetical protein
FNCGEDBI_03154	CDS	222				RNA 2'-phosphotransferase-like protein
FNCGEDBI_03155	CDS	315				RNA 2'-phosphotransferase-like protein
FNCGEDBI_03156	CDS	429				hypothetical protein
FNCGEDBI_03157	CDS	1833	phzH			phenazine-modifying protein
FNCGEDBI_03158	CDS	138				hypothetical protein
FNCGEDBI_03159	CDS	141				hypothetical protein
FNCGEDBI_03160	CDS	1662				putative protein
FNCGEDBI_03161	CDS	384				transcriptional regulator
FNCGEDBI_03162	CDS	666			COG4380	Putative lipoprotein/NMB1162
FNCGEDBI_03163	CDS	354				hypothetical protein
FNCGEDBI_03164	CDS	687			COG1462	Putative lipoprotein/NMB1164
FNCGEDBI_03165	CDS	1374	exoT			exoenzyme T
FNCGEDBI_03166	CDS	1254				hypothetical protein
FNCGEDBI_03167	CDS	396				hypothetical protein
FNCGEDBI_03168	CDS	156				hypothetical protein
FNCGEDBI_03169	CDS	10608				hemagglutinin
FNCGEDBI_03170	CDS	1689				hypothetical protein
FNCGEDBI_03171	CDS	222				hypothetical protein
FNCGEDBI_03172	CDS	216			COG3360	Dodecin
FNCGEDBI_03173	CDS	888	trpI			HTH-type transcriptional regulator TrpI
FNCGEDBI_03174	CDS	1209	trpB	4.2.1.20		tryptophan synthase subunit beta
FNCGEDBI_03175	CDS	807	trpA	4.2.1.20		tryptophan synthase subunit alpha
FNCGEDBI_03176	CDS	624				two-component response regulator
FNCGEDBI_03177	CDS	366				hypothetical protein
FNCGEDBI_03178	CDS	378				DOPA 4,5-dioxygenase
FNCGEDBI_03179	CDS	900				transcriptional regulator
FNCGEDBI_03180	CDS	1512	betC			choline sulfatase
FNCGEDBI_03181	CDS	924				glycine betaine-binding protein
FNCGEDBI_03182	CDS	1554				sulfate transporter
FNCGEDBI_03183	CDS	348				hypothetical protein
FNCGEDBI_03184	CDS	1287	prsA	5.2.1.8		Foldase protein PrsA
FNCGEDBI_03185	CDS	987	plcB			phospholipase C
FNCGEDBI_03186	CDS	825	aroE	1.1.1.25		shikimate dehydrogenase
FNCGEDBI_03187	CDS	918	hemF	1.3.3.3		coproporphyrinogen III oxidase
FNCGEDBI_03188	CDS	978	qor			oxygen-dependent quinone oxidoreductase
FNCGEDBI_03189	CDS	558				threonylcarbamoyl-AMP synthase
FNCGEDBI_03190	CDS	1089				hypothetical protein
FNCGEDBI_03191	CDS	1026				hypothetical protein
FNCGEDBI_03192	CDS	507	def_2	3.5.1.88		peptide deformylase
FNCGEDBI_03193	CDS	945	fmt	2.1.2.9		methionyl-tRNA formyltransferase
FNCGEDBI_03194	CDS	1305				Ribosomal RNA small subunit methyltransferase B
FNCGEDBI_03195	CDS	1374	trkA			potassium transporter inner membrane associated protein
FNCGEDBI_03196	CDS	318				hypothetical protein
FNCGEDBI_03197	CDS	273				hypothetical protein
FNCGEDBI_03198	CDS	654	yhhQ		COG1738	Queuosine precursor transporter
FNCGEDBI_03199	CDS	267				hypothetical protein
FNCGEDBI_03200	CDS	888				lipid A biosynthesis lauroyl acyltransferase
FNCGEDBI_03201	CDS	552	tag			DNA-3-methyladenine glycosidase I
FNCGEDBI_03202	CDS	948	glyQ	6.1.1.14		glycine--tRNA ligase subunit alpha
FNCGEDBI_03203	CDS	2058	glyS	6.1.1.14		glycine--tRNA ligase subunit beta
FNCGEDBI_03204	CDS	1707				hypothetical protein
FNCGEDBI_03205	CDS	537				D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
FNCGEDBI_03206	CDS	774	lptA_1			lysophosphatidic acid acyltransferase
FNCGEDBI_03207	CDS	2421	gyrB			DNA gyrase subunit B
FNCGEDBI_03208	CDS	1110	recF_1			DNA replication and repair protein RecF
FNCGEDBI_03209	CDS	1104	dnaN	2.7.7.7		DNA polymerase III subunit beta
FNCGEDBI_03210	CDS	1545	dnaA			chromosome replication initiator DnaA
FNCGEDBI_03211	CDS	135	rpmH			50S ribosomal protein L34
FNCGEDBI_03212	CDS	408	rnpA	3.1.26.5		ribonuclease P
FNCGEDBI_03213	CDS	1737				inner membrane protein translocase subunit YidC
FNCGEDBI_03214	CDS	1368				tRNA modification GTPase TrmE
FNCGEDBI_03215	CDS	225				hypothetical protein
FNCGEDBI_03216	CDS	1893	gidA			tRNA uridine 5-carboxymethylaminomethyl modification protein GidA
FNCGEDBI_03217	CDS	645	gidB			16S rRNA methyltransferase GidB
FNCGEDBI_03218	CDS	789	soj_2			chromosome partitioning protein Soj
FNCGEDBI_03219	CDS	873	spoOJ			chromosome partitioning protein
FNCGEDBI_03220	CDS	381	atpI	3.6.3.14		ATP synthase subunit I
FNCGEDBI_03221	CDS	870	atpB	3.6.3.14		ATP synthase subunit A
FNCGEDBI_03222	CDS	258	atpE	3.6.3.14		ATP synthase subunit C
FNCGEDBI_03223	CDS	471	atpF	3.6.3.14		ATP synthase subunit B
FNCGEDBI_03224	CDS	537	atpH	3.6.3.14		ATP synthase subunit delta
FNCGEDBI_03225	CDS	1545	atpA	3.6.3.14		ATP synthase subunit alpha
FNCGEDBI_03226	CDS	861	atpG	3.6.3.14		ATP synthase subunit gamma
FNCGEDBI_03227	CDS	1377	atpD	3.6.3.14		ATP synthase subunit beta
FNCGEDBI_03228	CDS	426	atpC	3.6.3.14		ATP synthase subunit epsilon
FNCGEDBI_03229	CDS	1365	glmU			bifunctional glucosamine-1-phosphate acetyltransferase/N-acetylglucosamine-1-phosphate uridyltransferase
FNCGEDBI_03230	CDS	510				hypothetical protein
FNCGEDBI_03231	CDS	774	glmR			GlmR transcriptional regulator
FNCGEDBI_03232	CDS	1836	glmS	2.6.1.16		glucosamine--fructose-6-phosphate aminotransferase
FNCGEDBI_03233	CDS	1206				major facilitator superfamily transporter
FNCGEDBI_03234	CDS	624				hypothetical protein
FNCGEDBI_03235	CDS	1185	COQ3_3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FNCGEDBI_03236	CDS	960				hypothetical protein
FNCGEDBI_03237	CDS	2025				hypothetical protein
FNCGEDBI_03238	CDS	399				hypothetical protein
FNCGEDBI_03239	CDS	1245	nylB'	3.5.1.46		6-aminohexanoate-dimer hydrolase
FNCGEDBI_03240	CDS	1338	pyrQ	3.5.2.3		dihydroorotase
FNCGEDBI_03241	CDS	561	ccmM		COG0663	Carbon dioxide concentrating mechanism protein CcmM
FNCGEDBI_03242	CDS	897				GTP cyclohydrolase
FNCGEDBI_03243	CDS	1194	amiA			N-acetylmuramoyl-L-alanine amidase
FNCGEDBI_03244	CDS	417				hypothetical protein
FNCGEDBI_03245	CDS	405	dksA_2			suppressor protein DksA
FNCGEDBI_03246	CDS	1203	yciC		COG0523	Putative metal chaperone YciC
FNCGEDBI_03247	CDS	642				hypothetical protein
FNCGEDBI_03248	CDS	369				hypothetical protein
FNCGEDBI_03249	CDS	969	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
FNCGEDBI_03250	CDS	1032	tonB1			transporter TonB
FNCGEDBI_03251	CDS	1308				MFS dicarboxylate transporter
FNCGEDBI_03252	CDS	1758				sodium/proton antiporter
FNCGEDBI_03253	CDS	855				hypothetical protein
FNCGEDBI_03254	CDS	402				hypothetical protein
FNCGEDBI_03255	CDS	213				hypothetical protein
FNCGEDBI_03256	CDS	681				transcriptional regulator
FNCGEDBI_03257	CDS	783				short-chain dehydrogenase
FNCGEDBI_03258	CDS	1395				aminotransferase
FNCGEDBI_03259	CDS	1368				glutamine synthetase
FNCGEDBI_03260	CDS	759				short-chain dehydrogenase
FNCGEDBI_03261	CDS	744				hypothetical protein
FNCGEDBI_03262	CDS	483				acyl-CoA thioesterase
FNCGEDBI_03263	CDS	1704				potassium efflux transporter
FNCGEDBI_03264	CDS	585				hypothetical protein
FNCGEDBI_03265	CDS	1203				hypothetical protein
FNCGEDBI_03266	CDS	873	pdxY	2.7.1.35		pyridoxamine kinase
FNCGEDBI_03267	CDS	501				hypothetical protein
FNCGEDBI_03268	CDS	789				beta-lactamase
FNCGEDBI_03269	CDS	879				hydrolase
FNCGEDBI_03270	tRNA	95				tRNA-Ala(cgc)
FNCGEDBI_03271	CDS	1344	mifR			DNA-binding response regulator MifR
FNCGEDBI_03272	CDS	1350				transporter
FNCGEDBI_03273	CDS	753				hypothetical protein
FNCGEDBI_03274	CDS	1332				glutamine synthetase
FNCGEDBI_03275	CDS	654	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
FNCGEDBI_03276	CDS	858				hypothetical protein
FNCGEDBI_03277	CDS	783				TonB-dependent receptor
FNCGEDBI_03278	CDS	678				D-methionine ABC transporter
FNCGEDBI_03279	CDS	1008				ABC transporter ATP-binding protein
FNCGEDBI_03280	CDS	792				hypothetical protein
FNCGEDBI_03281	CDS	789	znuB			zinc ABC transporter permease
FNCGEDBI_03282	CDS	810	znuC			zinc transporter ZnuC
FNCGEDBI_03283	CDS	504	np20			transcriptional regulator
FNCGEDBI_03284	CDS	924				adhesin
FNCGEDBI_03285	CDS	2205	nrdJa			ribonucleoside-diphosphate reductase
FNCGEDBI_03286	CDS	690				hypothetical protein
FNCGEDBI_03287	CDS	951	thrB	2.7.1.39		homoserine kinase
FNCGEDBI_03288	CDS	291				hypothetical protein
FNCGEDBI_03289	CDS	2742	polA			DNA polymerase I
FNCGEDBI_03290	CDS	648				ribosome biogenesis GTP-binding protein YsxC
FNCGEDBI_03291	CDS	294				cytochrome
FNCGEDBI_03292	CDS	606	cc4			cytochrome C4
FNCGEDBI_03293	CDS	636	dsbA			thiol:disulfide interchange protein DsbA
FNCGEDBI_03294	CDS	879				hypothetical protein
FNCGEDBI_03295	CDS	2016				hypothetical protein
FNCGEDBI_03296	CDS	594				hypothetical protein
FNCGEDBI_03297	CDS	780	ampDh2			protein AmpDh2
FNCGEDBI_03298	CDS	1788				two-component sensor
FNCGEDBI_03299	CDS	1350	algB			two-component response regulator AlgB
FNCGEDBI_03300	CDS	162				hypothetical protein
FNCGEDBI_03301	CDS	468	ivy_1			Inhibitor of vertebrate lysozyme
FNCGEDBI_03302	CDS	1335	gltP			glutamate/aspartate:proton symporter
FNCGEDBI_03303	CDS	1230				hypothetical protein
FNCGEDBI_03304	CDS	1041				hypothetical protein
FNCGEDBI_03305	CDS	1290	citA			citrate transporter
FNCGEDBI_03306	CDS	561	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
FNCGEDBI_03307	CDS	1374				metalloprotease
FNCGEDBI_03308	CDS	1749				hypothetical protein
FNCGEDBI_03309	CDS	795				hypothetical protein
FNCGEDBI_03310	CDS	1140	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
FNCGEDBI_03311	CDS	615				peptide chain release factor-like protein
FNCGEDBI_03312	CDS	765				hypothetical protein
FNCGEDBI_03313	CDS	1305				citrate transporter
FNCGEDBI_03314	CDS	363				hypothetical protein
FNCGEDBI_03315	CDS	945				hypothetical protein
FNCGEDBI_03316	CDS	420				hypothetical protein
FNCGEDBI_03317	CDS	1959				hypothetical protein
FNCGEDBI_03318	CDS	336				hypothetical protein
FNCGEDBI_03319	CDS	294				hypothetical protein
FNCGEDBI_03320	CDS	318				hypothetical protein
FNCGEDBI_03321	CDS	213				hypothetical protein
FNCGEDBI_03322	CDS	837	COQ3_4	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FNCGEDBI_03323	CDS	1143				acyltransferase
FNCGEDBI_03324	CDS	864	COQ3_5	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FNCGEDBI_03325	CDS	1302				hypothetical protein
FNCGEDBI_03326	CDS	1623				hypothetical protein
FNCGEDBI_03327	CDS	915	rmd			oxidoreductase Rmd
FNCGEDBI_03328	CDS	972	gmd			GDP-mannose 4,6-dehydratase
FNCGEDBI_03329	CDS	1440	wbpW			phosphomannose isomerase/mannose-1-phosphate guanylyl transferase
FNCGEDBI_03330	CDS	798	wzm			LPS efflux transporter membrane protein
FNCGEDBI_03331	CDS	1266	wzt			ABC transporter
FNCGEDBI_03332	CDS	1383	wbpX			glycosyltransferase WbpX
FNCGEDBI_03333	CDS	1128	wbpY			glycosyltransferase WbpY
FNCGEDBI_03334	CDS	1146	wbpZ			glycosyltransferase WbpZ
FNCGEDBI_03335	CDS	204				hypothetical protein
FNCGEDBI_03336	CDS	1494				coenzyme A transferase
FNCGEDBI_03337	CDS	429				hypothetical protein
FNCGEDBI_03338	CDS	2187	uvrD			DNA-dependent helicase II
FNCGEDBI_03339	CDS	2856				hypothetical protein
FNCGEDBI_03340	CDS	2202				hypothetical protein
FNCGEDBI_03341	CDS	726				hypothetical protein
FNCGEDBI_03342	CDS	1395				peptidase
FNCGEDBI_03343	CDS	1467				glucose-6-phosphate 1-dehydrogenase
FNCGEDBI_03344	CDS	882				transcriptional regulator
FNCGEDBI_03345	CDS	216				hypothetical protein
FNCGEDBI_03346	CDS	951				transcriptional regulator
FNCGEDBI_03347	CDS	1416		6.4.1.1		acetyl-CoA carboxylase subunit alpha
FNCGEDBI_03348	CDS	1824		6.4.1.1		pyruvate carboxylase subunit B
FNCGEDBI_03349	CDS	1197	mtr			tryptophan permease
FNCGEDBI_03350	CDS	675				hypothetical protein
FNCGEDBI_03351	CDS	450				acetyltransferase
FNCGEDBI_03352	CDS	1476				transcriptional regulator
FNCGEDBI_03353	CDS	1215				hypothetical protein
FNCGEDBI_03354	CDS	1425	aspA	4.3.1.1		aspartate ammonia-lyase
FNCGEDBI_03355	CDS	909				transcriptional regulator
FNCGEDBI_03356	CDS	1029	adhA			alcohol dehydrogenase
FNCGEDBI_03357	CDS	492	purE			5-(carboxyamino)imidazole ribonucleotide mutase
FNCGEDBI_03358	CDS	1083	purK	4.1.1.21		5-(carboxyamino)imidazole ribonucleotide synthase
FNCGEDBI_03359	CDS	246				hypothetical protein
FNCGEDBI_03360	CDS	549				hypothetical protein
FNCGEDBI_03361	CDS	918	yeaD_1	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
FNCGEDBI_03362	CDS	1200	fdhA			glutathione-independent formaldehyde dehydrogenase
FNCGEDBI_03363	CDS	858	purU2	3.5.1.10		formyltetrahydrofolate deformylase
FNCGEDBI_03364	CDS	636	soxG			sarcosine oxidase subunit gamma
FNCGEDBI_03365	CDS	3018	soxA			sarcosine oxidase subunit alpha
FNCGEDBI_03366	CDS	321	soxD			sarcosine oxidase subunit delta
FNCGEDBI_03367	CDS	1251	soxB			sarcosine oxidase subunit beta
FNCGEDBI_03368	CDS	300	glyA1	2.1.2.1		serine hydroxymethyltransferase
FNCGEDBI_03369	CDS	975	prpF	5.3.3.-	COG2828	2-methyl-aconitate isomerase
FNCGEDBI_03370	CDS	1485	prpD	4.2.1.79		2-methylcitrate dehydratase
FNCGEDBI_03371	CDS	789				transcriptional regulator
FNCGEDBI_03372	CDS	816				hypothetical protein
FNCGEDBI_03373	CDS	1416				amino acid permease
FNCGEDBI_03374	CDS	204				hypothetical protein
FNCGEDBI_03375	CDS	2994				hypothetical protein
FNCGEDBI_03376	CDS	1164				hypothetical protein
FNCGEDBI_03377	CDS	306				transporter
FNCGEDBI_03378	CDS	639	azoR1			FMN-dependent NADH-azoreductase AzoR
FNCGEDBI_03379	CDS	918				transcriptional regulator
FNCGEDBI_03380	CDS	1521	putP			sodium/proline symporter PutP
FNCGEDBI_03381	CDS	3183	putA	1.2.1.88		bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
FNCGEDBI_03382	CDS	2127			COG1629	putative TonB-dependent receptor
FNCGEDBI_03383	CDS	753	pruR			proline utilization regulator
FNCGEDBI_03384	CDS	2400				ATP-dependent protease
FNCGEDBI_03385	CDS	405	icp			inhibitor of cysteine peptidase
FNCGEDBI_03386	CDS	753				hypothetical protein
FNCGEDBI_03387	CDS	573				hypothetical protein
FNCGEDBI_03388	CDS	759				tRNA (cmo5U34)-methyltransferase
FNCGEDBI_03389	CDS	969				tRNA (mo5U34)-methyltransferase
FNCGEDBI_03390	CDS	747	pdxJ			pyridoxine 5'-phosphate synthase
FNCGEDBI_03391	CDS	702	recO			DNA repair protein RecO
FNCGEDBI_03392	CDS	918	era			GTPase Era
FNCGEDBI_03393	CDS	690	rnc	3.1.26.3		ribonuclease III
FNCGEDBI_03394	CDS	378				hypothetical protein
FNCGEDBI_03395	CDS	855	lepB			signal peptidase I
FNCGEDBI_03396	CDS	1800	lepA			elongation factor 4
FNCGEDBI_03397	CDS	1425	mucD			serine protease MucD
FNCGEDBI_03398	CDS	456	mucC			positive regulator for alginate biosynthesis MucC
FNCGEDBI_03399	CDS	951	mucB			sigma factor AlgU regulator MucB
FNCGEDBI_03400	CDS	585	mucA			sigma factor AlgU negative regulator MucA
FNCGEDBI_03401	CDS	582	algU			RNA polymerase sigma factor AlgU
FNCGEDBI_03402	CDS	1617	nadB	1.4.3.16		L-aspartate oxidase
FNCGEDBI_03403	CDS	453				hypothetical protein
FNCGEDBI_03404	CDS	255	sdhE		COG2938	FAD assembly factor SdhE
FNCGEDBI_03405	CDS	945	ygfZ		COG0354	tRNA-modifying protein YgfZ
FNCGEDBI_03406	CDS	837				hypothetical protein
FNCGEDBI_03407	CDS	1383				two-component sensor
FNCGEDBI_03408	CDS	672				two-component response regulator
FNCGEDBI_03409	CDS	1284	opdH			cis-aconitate porin OpdH
FNCGEDBI_03410	CDS	984				hypothetical protein
FNCGEDBI_03411	CDS	471				hypothetical protein
