	trimethoprim_sulfamethoxazole	chloramphenicol	erythromycin	clindamycin	penicillin	tetracycline	cefuroxime	meropenem	azithromycin
GCA_001171365.1	0	2	2	2	2	2	2	2	2
GCA_001197275.1	0	2	2	2	2	2	2	2	2
GCA_001337455.1	0	2	2	2	2	2	2	2	2
GCA_001194685.1	0	2	2	2	2	2	2	2	2
GCA_001194865.1	0	2	2	2	2	2	2	2	2
GCA_001341795.1	0	2	2	2	2	2	2	2	2
GCA_001199315.1	0	2	2	2	2	2	2	2	2
GCA_001208865.1	0	2	2	2	2	2	2	2	2
GCA_001207515.1	0	2	2	2	2	2	2	2	2
GCA_001340855.1	0	2	2	2	2	2	2	2	2
GCA_001341715.1	0	2	2	2	2	2	2	2	2
GCA_001197975.1	0	2	2	2	2	2	2	2	2
GCA_001134185.1	0	2	2	2	2	2	2	2	2
GCA_001124145.1	0	2	2	2	2	2	2	2	2
GCA_001121085.1	0	2	2	2	2	2	2	2	2
GCA_001135545.1	0	2	2	2	2	2	2	2	2
GCA_001198015.1	0	2	2	2	2	2	2	2	2
GCA_001103125.1	0	2	2	2	2	2	2	2	2
GCA_001344135.1	0	2	2	2	2	2	2	2	2
GCA_001165125.1	0	2	2	2	2	2	2	2	2
GCA_001121945.1	0	2	2	2	2	2	2	2	2
GCA_001095845.1	0	2	2	2	2	2	2	2	2
GCA_001347055.1	0	2	2	2	2	2	2	2	2
GCA_001171565.1	0	2	2	2	2	2	2	2	2
GCA_001164265.1	0	2	2	2	2	2	2	2	2
GCA_001106845.1	0	2	2	2	2	2	2	2	2
GCA_001131125.1	0	2	2	2	2	2	2	2	2
GCA_001164845.1	0	2	2	2	2	2	2	2	2
GCA_001339175.1	0	2	2	2	2	2	2	2	2
GCA_001200195.1	0	2	2	2	2	2	2	2	2
GCA_001198635.1	0	2	2	2	2	2	2	2	2
GCA_001095005.1	0	2	2	2	2	2	2	2	2
GCA_001151545.1	0	2	2	2	2	2	2	2	2
GCA_001192975.1	0	2	2	2	2	2	2	2	2
GCA_001202155.1	0	2	2	2	2	2	2	2	2
GCA_001142445.1	0	2	2	2	2	2	2	2	2
GCA_001110825.1	0	2	2	2	2	2	2	2	2
GCA_001338315.1	0	2	2	2	2	2	2	2	2
GCA_001342855.1	0	2	2	2	2	2	2	2	2
GCA_001162865.1	0	2	2	2	2	2	2	2	2
GCA_001157785.1	0	2	2	2	2	2	2	2	2
GCA_001193275.1	0	2	2	2	2	2	2	2	2
GCA_001342995.1	0	2	2	2	2	2	2	2	2
GCA_001112245.1	0	2	2	2	2	2	2	2	2
GCA_001346695.1	0	2	2	2	2	2	2	2	2
GCA_001101165.1	0	2	2	2	2	2	2	2	2
GCA_001146065.1	0	2	2	2	2	2	2	2	2
GCA_001112005.1	0	2	2	2	2	2	2	2	2
GCA_001136185.1	0	2	2	2	2	2	2	2	2
GCA_001153805.1	0	2	2	2	2	2	2	2	2
GCA_001345575.1	0	2	2	2	2	2	2	2	2
GCA_001173085.1	0	2	2	2	2	2	2	2	2
GCA_001124605.1	0	2	2	2	2	2	2	2	2
GCA_001156725.1	0	2	2	2	2	2	2	2	2
GCA_001164985.1	0	2	2	2	2	2	2	2	2
GCA_001149205.1	0	2	2	2	2	2	2	2	2
GCA_901305085.1	0	0	0	0	0	1	2	2	2
GCA_901304985.1	0	0	0	0	0	0	2	2	2
GCA_901305065.1	0	0	0	0	0	0	2	2	2
GCA_901305295.1	0	0	0	0	0	0	2	2	2
GCA_901305355.1	0	0	0	0	0	0	2	2	2
GCA_901305945.1	0	0	0	0	0	0	2	2	2
GCA_901306455.1	0	0	0	0	0	0	2	2	2
GCA_901306735.1	0	0	0	0	0	0	2	2	2
GCA_901306835.1	0	0	0	0	0	0	2	2	2
GCA_901306875.1	0	0	0	0	0	0	2	2	2
GCA_901307095.1	0	0	0	0	0	0	2	2	2
GCA_901315665.1	0	0	0	0	0	0	2	2	2
GCA_901315895.1	0	0	0	0	0	1	2	2	2
GCA_901315965.1	0	0	0	0	0	0	2	2	2
GCA_901316225.1	0	0	0	0	0	0	2	2	2
GCA_901316605.1	0	0	0	0	0	0	2	2	2
GCA_901317185.1	0	0	0	0	0	0	2	2	2
GCA_901317675.1	0	0	0	0	0	0	2	2	2
GCA_901318045.1	0	0	0	0	0	0	2	2	2
GCA_901318275.1	0	0	0	0	0	0	2	2	2
GCA_901318585.1	0	0	0	0	0	0	2	2	2
GCA_901318905.1	0	0	0	0	0	0	2	2	2
GCA_901290555.1	0	0	0	0	0	0	2	2	2
GCA_901290835.1	0	0	0	0	0	0	2	2	2
GCA_901291015.1	0	0	0	0	0	0	2	2	2
GCA_901291595.1	0	0	0	0	0	0	2	2	2
GCA_901291685.1	0	0	0	0	0	0	2	2	2
GCA_901291865.1	0	0	0	0	0	0	2	2	2
GCA_901292175.1	0	0	0	0	0	0	2	2	2
GCA_901307285.1	0	0	0	0	0	0	2	2	2
GCA_901308815.1	0	0	0	0	0	0	2	2	2
GCA_901308915.1	0	0	0	0	0	0	2	2	2
GCA_901309025.1	0	0	0	0	0	0	2	2	2
GCA_901309225.1	0	0	0	0	0	0	2	2	2
GCA_901307385.1	0	0	0	0	0	0	2	2	2
GCA_901310005.1	0	0	0	0	0	0	2	2	2
GCA_901310605.1	0	0	0	0	0	0	2	2	2
GCA_901307505.1	0	0	0	0	0	0	2	2	2
GCA_901311025.1	0	0	0	0	0	0	2	2	2
GCA_901311895.1	0	0	0	0	0	0	2	2	2
GCA_901312445.1	0	0	0	0	0	0	2	2	2
GCA_901312545.1	0	0	0	0	0	0	2	2	2
GCA_901307915.1	0	0	0	0	0	0	2	2	2
GCA_901312675.1	0	0	0	0	0	0	2	2	2
GCA_901312805.1	0	0	1	1	0	1	2	2	2
GCA_901313185.1	0	0	0	0	0	0	2	2	2
GCA_901313275.1	0	0	0	0	0	0	2	2	2
GCA_901313375.1	0	0	1	1	0	1	2	2	2
GCA_901313545.1	0	0	0	0	0	0	2	2	2
GCA_901313525.1	0	0	0	0	0	0	2	2	2
GCA_901313605.1	0	0	0	0	0	0	2	2	2
GCA_901313785.1	0	0	1	1	0	1	2	2	2
GCA_901314295.1	0	0	0	0	0	0	2	2	2
GCA_901314275.1	0	0	1	1	0	1	2	2	2
GCA_901314445.1	0	0	0	0	0	0	2	2	2
GCA_901314495.1	0	0	0	0	0	0	2	2	2
GCA_901292515.1	0	0	0	0	0	0	2	2	2
GCA_901327515.1	0	0	0	0	0	0	2	2	2
GCA_901327795.1	0	0	0	0	0	0	2	2	2
GCA_901327885.1	0	0	0	0	0	0	2	2	2
GCA_901328035.1	0	0	0	0	0	0	2	2	2
GCA_901328185.1	0	0	0	0	0	0	2	2	2
GCA_901328465.1	0	0	0	0	0	0	2	2	2
GCA_901328625.1	0	0	0	0	0	0	2	2	2
GCA_901340955.1	0	0	0	0	0	0	2	2	2
GCA_901328985.1	0	0	0	0	0	0	2	2	2
GCA_901329085.1	0	0	0	0	0	0	2	2	2
GCA_901329255.1	0	0	0	0	0	0	2	2	2
GCA_901329305.1	0	0	1	0	0	0	2	2	2
GCA_901329495.1	0	0	0	0	0	0	2	2	2
GCA_901329675.1	0	0	0	0	0	0	2	2	2
GCA_901330025.1	0	0	0	0	0	0	2	2	2
GCA_901330095.1	0	0	0	0	0	0	2	2	2
GCA_901330315.1	0	0	0	0	0	0	2	2	2
GCA_901330325.1	0	0	0	0	0	0	2	2	2
GCA_901330495.1	0	0	0	0	0	0	2	2	2
GCA_901330675.1	0	0	0	0	0	0	2	2	2
GCA_901330715.1	0	0	0	0	0	0	2	2	2
GCA_901330955.1	0	0	1	1	0	1	2	2	2
GCA_901331035.1	0	0	0	0	0	1	2	2	2
GCA_901331165.1	0	0	0	0	0	0	2	2	2
GCA_901331305.1	0	0	0	0	0	0	2	2	2
GCA_901331425.1	0	0	0	0	0	0	2	2	2
GCA_901331855.1	0	0	0	0	0	0	2	2	2
GCA_901331975.1	0	0	0	0	0	0	2	2	2
GCA_901332005.1	0	0	0	0	0	0	2	2	2
GCA_901292635.1	0	0	0	0	0	0	2	2	2
GCA_901292725.1	0	0	0	0	0	0	2	2	2
GCA_901292805.1	0	0	0	0	0	0	2	2	2
GCA_901292865.1	0	0	0	0	0	1	2	2	2
GCA_901292885.1	0	0	0	0	0	0	2	2	2
GCA_901293055.1	0	0	0	0	0	0	2	2	2
GCA_901293175.1	0	0	0	0	0	0	2	2	2
GCA_901293235.1	0	0	0	0	0	0	2	2	2
GCA_901293465.1	0	0	0	0	0	0	2	2	2
GCA_901293575.1	0	0	0	0	0	0	2	2	2
GCA_901293595.1	0	0	0	0	0	0	2	2	2
GCA_901293645.1	0	0	0	0	0	0	2	2	2
GCA_901293775.1	0	0	0	0	0	0	2	2	2
GCA_901293895.1	0	0	0	0	0	0	2	2	2
GCA_901293985.1	0	0	0	0	0	0	2	2	2
GCA_901294145.1	0	0	0	0	0	0	2	2	2
GCA_901294255.1	0	0	0	0	0	0	2	2	2
GCA_901294275.1	0	0	0	0	0	0	2	2	2
GCA_901294315.1	0	0	0	0	0	0	2	2	2
GCA_901294515.1	0	0	0	0	0	0	2	2	2
GCA_901294775.1	0	0	0	0	0	0	2	2	2
GCA_901294805.1	0	0	0	0	0	0	2	2	2
GCA_901295025.1	0	0	0	0	0	0	2	2	2
GCA_901295195.1	0	0	0	0	0	0	2	2	2
GCA_901295125.1	0	0	1	1	0	1	2	2	2
GCA_901295255.1	0	0	0	0	0	0	2	2	2
GCA_901295315.1	0	0	0	0	0	0	2	2	2
GCA_901329845.1	0	0	1	1	0	1	2	2	2
GCA_901329925.1	0	0	0	0	0	0	2	2	2
GCA_901295825.1	0	0	1	1	0	0	2	2	2
GCA_901300555.1	0	0	0	0	0	0	2	2	2
GCA_901300625.1	0	0	0	0	0	0	2	2	2
GCA_901300685.1	0	0	0	0	0	0	2	2	2
GCA_901300755.1	0	0	1	0	0	0	2	2	2
GCA_901300705.1	0	0	0	0	0	0	2	2	2
GCA_901300925.1	0	0	1	1	0	1	2	2	2
GCA_901301285.1	0	0	0	0	0	0	2	2	2
GCA_901301205.1	0	0	0	0	0	1	2	2	2
GCA_901301315.1	0	0	0	0	0	1	2	2	2
GCA_901332245.1	0	0	0	0	0	1	2	2	2
GCA_901332405.1	0	0	0	0	0	0	2	2	2
GCA_901295935.1	0	0	1	0	0	0	2	2	2
GCA_901332605.1	0	0	1	1	0	1	2	2	2
GCA_901332685.1	0	0	0	0	0	0	2	2	2
GCA_901332785.1	0	0	0	0	0	0	2	2	2
GCA_901332965.1	0	0	0	0	0	0	2	2	2
GCA_901296145.1	0	0	0	0	0	0	2	2	2
GCA_901296225.1	0	0	1	1	0	1	2	2	2
GCA_901296275.1	0	0	0	0	0	0	2	2	2
GCA_901296365.1	0	0	0	0	0	0	2	2	2
GCA_901296445.1	0	0	1	1	0	1	2	2	2
GCA_901296525.1	0	0	0	0	0	0	2	2	2
GCA_901296595.1	0	0	0	0	0	1	2	2	2
GCA_901296625.1	0	0	1	1	0	1	2	2	2
GCA_901296585.1	0	0	0	0	0	1	2	2	2
GCA_901296735.1	0	0	0	0	0	0	2	2	2
GCA_901296785.1	0	0	0	0	0	0	2	2	2
GCA_901295595.1	0	0	1	1	0	1	2	2	2
GCA_901296915.1	0	0	0	0	0	0	2	2	2
GCA_901297035.1	0	0	0	0	0	0	2	2	2
GCA_901297125.1	0	1	0	0	0	1	2	2	2
GCA_901297215.1	0	0	0	0	0	0	2	2	2
GCA_901295585.1	0	0	0	0	0	0	2	2	2
GCA_901297245.1	0	0	0	0	0	0	2	2	2
GCA_901297485.1	0	0	0	0	0	0	2	2	2
GCA_901297635.1	0	0	0	0	0	0	2	2	2
GCA_901297685.1	0	0	0	0	0	1	2	2	2
GCA_901297775.1	0	0	0	0	0	0	2	2	2
GCA_901295665.1	0	0	0	0	0	0	2	2	2
GCA_901297815.1	0	0	0	0	0	0	2	2	2
GCA_901297935.1	0	0	0	0	0	0	2	2	2
GCA_901298045.1	0	0	0	0	0	0	2	2	2
GCA_901298095.1	0	0	0	0	0	1	2	2	2
GCA_901298165.1	0	0	0	0	0	0	2	2	2
GCA_901298235.1	0	0	0	0	0	0	2	2	2
GCA_901298445.1	0	0	0	0	0	0	2	2	2
GCA_901298485.1	0	0	0	0	0	0	2	2	2
GCA_901298525.1	0	0	0	0	0	0	2	2	2
GCA_901298605.1	0	0	1	0	0	0	2	2	2
GCA_901298745.1	0	0	0	0	0	1	2	2	2
GCA_901295735.1	0	1	1	1	0	1	2	2	2
GCA_901298805.1	0	0	0	0	0	0	2	2	2
GCA_901298975.1	0	0	0	0	0	1	2	2	2
GCA_901298985.1	0	0	0	0	0	0	2	2	2
GCA_901299085.1	0	0	0	0	0	1	2	2	2
GCA_901295805.1	0	0	0	0	0	0	2	2	2
GCA_901299225.1	0	0	0	0	0	0	2	2	2
GCA_901299445.1	0	0	0	0	0	0	2	2	2
GCA_901299465.1	0	0	0	0	0	0	2	2	2
GCA_901299685.1	0	0	0	0	0	0	2	2	2
GCA_901299705.1	0	0	0	0	0	0	2	2	2
GCA_901299735.1	0	0	0	0	0	0	2	2	2
GCA_901299825.1	0	0	0	0	0	0	2	2	2
GCA_901299995.1	0	0	0	0	0	0	2	2	2
GCA_901300345.1	0	0	0	0	0	0	2	2	2
GCA_901300255.1	0	0	0	0	0	1	2	2	2
GCA_901300405.1	0	0	0	0	0	1	2	2	2
GCA_901307625.1	0	0	0	0	0	0	2	2	2
GCA_901308445.1	0	0	0	0	0	0	2	2	2
GCA_901327775.1	0	0	0	2	0	0	2	2	2
GCA_901330895.1	0	0	0	0	0	1	2	2	2
GCA_901294105.1	0	0	0	0	0	1	2	2	2
GCA_901294655.1	0	0	0	0	0	0	2	2	2
GCA_901299795.1	0	0	0	0	0	0	2	2	2
GCA_907172195.1	0	0	0	0	0	1	2	2	2
GCA_901214415.1	0	0	0	2	0	1	2	2	2
GCA_901214615.1	0	0	0	2	0	1	2	2	2
GCA_901266365.1	0	0	0	2	0	0	2	2	2
GCA_901274275.1	0	0	0	2	0	0	2	2	2
GCA_901332705.1	0	0	0	2	0	0	2	2	2
GCA_901311335.1	0	0	0	2	0	0	2	2	2
GCA_901307805.1	0	0	0	2	0	0	2	2	2
GCA_901307925.1	0	0	0	2	0	0	2	2	2
GCA_901340065.1	0	0	0	2	0	0	2	2	2
GCA_901254405.1	0	0	0	2	0	0	2	2	2
GCA_901252595.1	0	0	0	2	0	0	2	2	2
GCA_901224965.1	0	2	2	2	2	2	2	2	2
GCA_901231875.1	0	2	2	2	2	2	2	2	2
GCA_901263985.1	0	0	0	2	0	0	2	2	2
GCA_900053495.2	0	0	0	2	0	0	2	2	2
GCA_901231015.1	0	2	0	2	0	0	2	2	2
GCA_901251265.1	0	2	2	2	2	2	2	2	2
GCA_901229465.1	0	0	0	2	0	0	2	2	2
GCA_901335145.1	0	0	0	2	2	0	2	2	2
GCA_901302535.1	0	0	0	2	2	0	2	2	2
GCA_901239115.1	0	0	0	2	0	0	2	2	2
GCA_901229315.1	0	0	0	2	0	0	2	2	2
GCA_901228585.1	0	0	0	2	0	0	2	2	2
GCA_901223555.1	0	0	0	2	0	0	2	2	2
GCA_901260555.1	0	0	0	2	0	0	2	2	2
GCA_901339465.1	0	0	0	2	0	0	2	2	2
GCA_901294985.1	0	0	0	2	0	0	2	2	2
GCA_901309005.1	0	0	0	2	0	0	2	2	2
GCA_901258435.1	0	0	0	2	0	0	2	2	2
GCA_901243745.1	0	0	0	2	0	0	2	2	2
GCA_901246935.1	0	0	0	2	0	0	2	2	2
GCA_901238315.1	0	0	0	2	0	0	2	2	2
GCA_901322455.1	0	0	0	2	0	0	2	2	2
GCA_901261725.1	0	0	0	2	0	1	2	2	2
GCA_901259405.1	0	0	0	2	0	1	2	2	2
GCA_901244215.1	0	0	0	2	0	0	2	2	2
GCA_901241225.1	0	0	0	2	0	0	2	2	2
GCA_901237995.1	0	0	0	2	0	0	2	2	2
GCA_901213385.1	0	0	0	2	0	0	2	2	2
GCA_900043735.2	0	0	0	2	0	0	2	2	2
GCA_901262335.1	0	0	0	2	0	0	2	2	2
GCA_901234765.1	0	0	0	2	0	0	2	2	2
GCA_901240685.1	0	0	0	2	0	0	2	2	2
GCA_901309625.1	0	0	0	2	0	0	2	2	2
GCA_901227115.1	0	0	0	2	0	0	2	2	2
GCA_901244925.1	0	0	0	2	0	0	2	2	2
GCA_901234295.1	0	0	0	2	0	0	2	2	2
GCA_901225995.1	0	0	0	2	0	0	2	2	2
GCA_901334875.1	0	0	0	2	2	0	2	2	2
GCA_901234045.1	0	0	0	2	0	0	2	2	2
GCA_900064805.2	0	0	0	2	0	0	2	2	2
GCA_901273505.1	0	0	0	2	0	1	2	2	2
GCA_901265975.1	0	0	0	2	0	0	2	2	2
GCA_901311745.1	0	0	0	2	2	0	2	2	2
GCA_901244575.1	0	0	0	2	0	1	2	2	2
GCA_900058985.2	0	0	0	2	0	0	2	2	2
GCA_901309505.1	0	0	0	2	0	0	2	2	2
GCA_900059365.2	0	0	0	2	0	0	2	2	2
GCA_901256205.1	0	0	0	2	0	1	2	2	2
GCA_901238595.1	0	0	0	2	0	0	2	2	2
GCA_901311035.1	0	0	0	2	2	0	2	2	2
GCA_901294215.1	0	0	0	2	0	0	2	2	2
GCA_901340105.1	0	0	0	2	0	0	2	2	2
GCA_900061235.2	0	0	0	2	0	0	2	2	2
GCA_901226945.1	0	0	0	2	0	0	2	2	2
GCA_901239745.1	0	0	0	2	0	0	2	2	2
GCA_901295675.1	0	0	0	2	0	1	2	2	2
GCA_901295355.1	0	0	0	2	0	1	2	2	2
GCA_901340015.1	0	0	0	2	0	0	2	2	2
GCA_901228875.1	0	0	0	2	0	0	2	2	2
GCA_901267125.1	0	0	0	2	0	1	2	2	2
GCA_901267455.1	0	0	0	2	0	1	2	2	2
GCA_901310935.1	0	0	0	2	0	0	2	2	2
GCA_901283515.1	0	0	0	2	0	0	2	2	2
GCA_901257535.1	0	0	0	2	0	0	2	2	2
GCA_900043795.2	0	0	0	2	0	0	2	2	2
GCA_901230955.1	0	0	0	2	0	0	2	2	2
GCA_901305875.1	0	0	1	2	2	1	2	2	2
GCA_901295505.1	0	0	1	2	2	1	2	2	2
GCA_900059325.2	0	0	1	2	0	1	2	2	2
GCA_901231235.1	0	0	0	2	0	0	2	2	2
GCA_901312255.1	0	0	0	2	0	0	2	2	2
GCA_901317555.1	0	0	0	2	2	0	2	2	2
GCA_901307305.1	0	0	0	2	0	0	2	2	2
GCA_901234205.1	0	0	0	2	0	0	2	2	2
GCA_901265645.1	0	0	0	2	0	0	2	2	2
GCA_901287615.1	0	2	0	2	0	0	2	2	2
GCA_901243505.1	0	2	0	2	0	0	2	2	2
GCA_901254905.1	0	2	0	2	0	0	2	2	2
GCA_901330205.1	0	2	0	2	0	0	2	2	2
GCA_901328915.1	0	2	0	2	0	0	2	2	2
GCA_901235385.1	0	0	0	2	0	0	2	2	2
GCA_901233915.1	0	0	0	2	0	1	2	2	2
GCA_901227085.1	0	0	0	2	0	1	2	2	2
GCA_901226195.1	0	0	0	2	0	0	2	2	2
GCA_901223355.1	0	0	0	2	0	0	2	2	2
GCA_901221685.1	0	0	0	2	0	0	2	2	2
GCA_901273625.1	0	0	0	2	0	1	2	2	2
GCA_901269975.1	0	2	2	2	2	2	2	2	2
GCA_901263165.1	0	0	0	2	0	1	2	2	2
GCA_901256685.1	0	2	2	2	2	2	2	2	2
GCA_901246915.1	0	0	0	2	0	1	2	2	2
GCA_901314645.1	0	0	0	2	0	1	2	2	2
GCA_901313725.1	0	0	0	2	0	1	2	2	2
GCA_901270685.1	0	2	2	2	2	2	2	2	2
GCA_901267905.1	0	2	2	2	2	2	2	2	2
GCA_901263455.1	0	2	2	2	2	2	2	2	2
GCA_901259695.1	0	2	2	2	2	2	2	2	2
GCA_901249695.1	0	0	0	2	0	1	2	2	2
GCA_901227275.1	0	2	2	2	2	2	2	2	2
GCA_901283785.1	0	2	2	2	2	2	2	2	2
GCA_901280185.1	0	2	2	2	2	2	2	2	2
GCA_901241985.1	0	2	2	2	2	2	2	2	2
GCA_901279495.1	0	0	0	2	0	1	2	2	2
GCA_901277485.1	0	2	2	2	2	2	2	2	2
GCA_901261475.1	0	2	2	2	2	2	2	2	2
GCA_901259095.1	0	2	2	2	2	2	2	2	2
GCA_901247295.1	0	2	2	2	2	2	2	2	2
GCA_901246165.1	0	2	2	2	2	2	2	2	2
GCA_901243025.1	0	2	2	2	2	2	2	2	2
GCA_901283765.1	0	2	2	2	2	2	2	2	2
GCA_901283025.1	0	2	2	2	2	2	2	2	2
GCA_901278105.1	0	2	2	2	2	2	2	2	2
GCA_901238135.1	0	2	2	2	2	2	2	2	2
GCA_901224895.1	0	2	2	2	2	2	2	2	2
GCA_901215315.1	0	2	2	2	2	2	2	2	2
GCA_901240535.1	0	0	0	2	0	1	2	2	2
GCA_901245125.1	0	0	0	2	0	1	2	2	2
GCA_901261375.1	0	0	0	2	0	0	2	2	2
GCA_901248975.1	0	0	0	2	0	1	2	2	2
GCA_901256865.1	0	0	0	2	0	1	2	2	2
GCA_901255875.1	0	0	0	2	0	1	2	2	2
GCA_901255115.1	0	0	0	2	0	0	2	2	2
GCA_901254385.1	0	0	0	2	0	1	2	2	2
GCA_901264485.1	0	0	0	2	0	0	2	2	2
GCA_901242115.1	0	0	0	2	0	0	2	2	2
GCA_901334995.1	0	0	0	2	2	0	2	2	2
GCA_901295545.1	0	0	0	2	0	1	2	2	2
GCA_901259735.1	0	0	0	2	0	0	2	2	2
GCA_901255515.1	0	0	0	2	0	0	2	2	2
GCA_901249305.1	0	0	0	2	0	0	2	2	2
GCA_901220525.1	0	0	0	2	0	0	2	2	2
GCA_901226085.1	0	0	1	2	0	0	2	2	2
GCA_901283955.1	0	0	0	2	0	1	2	2	2
GCA_901269315.1	0	0	1	2	0	0	2	2	2
GCA_901247505.1	0	0	0	2	0	0	2	2	2
GCA_901286985.1	0	0	0	2	2	0	2	2	2
GCA_901336315.1	0	0	0	2	2	0	2	2	2
GCA_901302625.1	0	0	0	2	2	0	2	2	2
GCA_901303245.1	0	0	0	2	2	0	2	2	2
GCA_901311595.1	0	0	0	2	2	0	2	2	2
GCA_901305985.1	0	0	0	2	2	0	2	2	2
GCA_901312605.1	0	0	0	2	2	0	2	2	2
GCA_901332425.1	0	0	0	2	2	0	2	2	2
GCA_901239065.1	0	0	0	2	0	0	2	2	2
GCA_901252175.1	0	2	0	2	0	0	2	2	2
GCA_901265885.1	0	2	2	2	2	2	2	2	2
GCA_901250435.1	0	2	2	2	2	2	2	2	2
GCA_901268095.1	0	0	0	2	0	0	2	2	2
GCA_901269005.1	0	0	1	2	0	1	2	2	2
GCA_901290645.1	0	0	0	2	0	0	2	2	2
GCA_901308295.1	0	0	0	2	2	0	2	2	2
GCA_901310855.1	0	0	1	2	0	1	2	2	2
GCA_901338455.1	0	0	0	2	0	0	2	2	2
GCA_901248955.1	0	2	0	2	0	0	2	2	2
GCA_901315975.1	0	0	0	2	0	1	2	2	2
GCA_901244845.1	0	2	2	2	2	2	2	2	2
GCA_901277365.1	0	2	2	2	2	2	2	2	2
GCA_901244045.1	0	2	2	2	2	2	2	2	2
GCA_901307245.1	0	0	0	2	0	0	2	2	2
GCA_901306725.1	0	0	0	2	0	0	2	2	2
GCA_901306475.1	0	0	0	2	0	0	2	2	2
GCA_901312325.1	0	0	0	2	0	0	2	2	2
GCA_901340035.1	0	0	0	2	0	0	2	2	2
GCA_901268585.1	0	0	0	2	0	0	2	2	2
GCA_901236195.1	0	0	0	2	0	1	2	2	2
GCA_900053985.2	0	0	0	2	0	1	2	2	2
GCA_901213395.1	0	0	0	2	0	0	2	2	2
GCA_900062005.2	0	0	0	2	0	1	2	2	2
GCA_901221155.1	0	0	0	2	0	0	2	2	2
GCA_900033815.3	0	0	0	2	0	0	2	2	2
GCA_901305655.1	0	0	0	2	2	0	2	2	2
GCA_901249035.1	0	0	0	2	0	1	2	2	2
GCA_901243765.1	0	0	0	2	0	1	2	2	2
GCA_901222485.1	0	0	0	2	0	1	2	2	2
GCA_901256585.1	0	0	0	2	0	1	2	2	2
GCA_901317655.1	0	0	0	2	2	1	2	2	2
GCA_901243075.1	0	2	0	2	0	0	2	2	2
GCA_901250915.1	0	0	0	2	0	1	2	2	2
GCA_901230425.1	0	2	2	2	2	2	2	2	2
GCA_901227995.1	0	2	2	2	2	2	2	2	2
GCA_901247985.1	0	2	2	2	2	2	2	2	2
GCA_901334545.1	0	0	0	2	2	0	2	2	2
GCA_901214185.1	0	2	2	2	2	2	2	2	2
GCA_901335785.1	0	0	0	2	0	0	2	2	2
GCA_901301865.1	0	0	0	2	2	0	2	2	2
GCA_901225195.1	0	2	2	2	2	2	2	2	2
GCA_901338085.1	0	0	0	2	0	0	2	2	2
GCA_901284895.1	0	0	0	2	0	0	2	2	2
GCA_901338735.1	0	0	0	2	0	0	2	2	2
GCA_901269805.1	0	2	2	2	2	2	2	2	2
GCA_901318835.1	0	0	0	2	0	1	2	2	2
GCA_901240095.1	0	0	1	2	0	1	2	2	2
GCA_901282955.1	0	2	2	2	2	2	2	2	2
GCA_901249845.1	0	2	2	2	2	2	2	2	2
GCA_901246845.1	0	0	0	2	0	1	2	2	2
GCA_901239755.1	0	2	0	2	0	0	2	2	2
GCA_901314755.1	0	0	0	2	0	0	2	2	2
GCA_901257965.1	0	2	0	2	0	1	2	2	2
GCA_901302375.1	0	0	0	2	0	0	2	2	2
GCA_901263735.1	0	0	0	2	0	0	2	2	2
GCA_901233285.1	0	0	0	2	0	0	2	2	2
GCA_901282275.1	0	0	1	2	0	0	2	2	2
GCA_901242145.1	0	0	0	2	0	0	2	2	2
GCA_901228555.1	0	0	0	2	0	1	2	2	2
GCA_901337605.1	0	0	0	2	0	0	2	2	2
GCA_901334915.1	0	0	0	2	0	1	2	2	2
GCA_901241155.1	0	0	0	2	0	1	2	2	2
GCA_901254795.1	0	0	0	2	0	0	2	2	2
GCA_901242755.1	0	0	0	2	0	1	2	2	2
GCA_901251875.1	0	0	0	2	0	1	2	2	2
GCA_901227705.1	0	2	0	2	0	0	2	2	2
GCA_901259805.1	0	2	2	2	2	2	2	2	2
GCA_901218175.1	0	2	2	2	2	2	2	2	2
GCA_901215445.1	0	2	2	2	2	2	2	2	2
GCA_901217725.1	0	2	2	2	2	2	2	2	2
GCA_901239725.1	0	2	2	2	0	2	2	2	2
GCA_901240185.1	0	2	2	2	2	2	2	2	2
GCA_901221955.1	0	2	2	2	2	2	2	2	2
GCA_901230225.1	0	0	0	2	0	0	2	2	2
GCA_901239665.1	0	0	0	2	0	1	2	2	2
GCA_901280575.1	0	2	2	2	2	2	2	2	2
GCA_901232005.1	0	2	2	2	2	2	2	2	2
GCA_901243175.1	0	2	2	2	0	2	2	2	2
GCA_901281575.1	0	2	2	2	2	2	2	2	2
GCA_901306145.1	0	2	2	2	2	2	2	2	2
GCA_901223335.1	0	2	2	2	2	2	2	2	2
GCA_901272585.1	0	2	2	2	2	2	2	2	2
GCA_901259265.1	0	0	0	2	0	0	2	2	2
GCA_901276425.1	0	0	0	2	0	1	2	2	2
GCA_901330845.1	0	0	0	2	0	1	2	2	2
GCA_901339785.1	0	0	0	2	0	0	2	2	2
GCA_901221005.1	0	0	0	2	0	1	2	2	2
GCA_901304825.1	0	0	0	2	0	0	2	2	2
GCA_901251095.1	0	2	0	2	0	0	2	2	2
GCA_901218245.1	0	2	2	2	2	2	2	2	2
GCA_901282125.1	0	2	2	2	0	2	2	2	2
GCA_901249575.1	0	2	0	2	0	0	2	2	2
GCA_901237925.1	0	0	0	2	0	1	2	2	2
GCA_901266345.1	0	0	0	2	0	0	2	2	2
