locus_tag	ftype	length_bp	gene	EC_number	COG	product
INHMNHHN_03473	CDS	210				hypothetical protein
INHMNHHN_03474	CDS	510				transcriptional regulator
INHMNHHN_03475	CDS	705				hypothetical protein
INHMNHHN_03476	CDS	897				transporter
INHMNHHN_03477	CDS	417				hypothetical protein
INHMNHHN_03478	CDS	2517				ATP-dependent helicase
INHMNHHN_03479	CDS	408				hypothetical protein
INHMNHHN_03480	CDS	735				hypothetical protein
INHMNHHN_03481	CDS	1140				hypothetical protein
INHMNHHN_03482	CDS	837				short-chain dehydrogenase
INHMNHHN_03483	CDS	435				hypothetical protein
INHMNHHN_03484	CDS	657				hypothetical protein
INHMNHHN_03485	CDS	1095	msuD_2			methanesulfonate monooxygenase
INHMNHHN_03486	CDS	582	sttH_2	3.5.2.19		Streptothricin hydrolase
INHMNHHN_03487	CDS	690				hypothetical protein
INHMNHHN_03488	CDS	504				hypothetical protein
INHMNHHN_03489	CDS	1350				ATP-dependent RNA helicase
INHMNHHN_03490	CDS	1242	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
INHMNHHN_03491	CDS	630	rocA1			two-component response regulator RocA1
INHMNHHN_03492	CDS	1179	rocR			DNA-binding response regulator RocR
INHMNHHN_03493	CDS	3639	rocS1			two-component sensor
INHMNHHN_03494	CDS	591		2.3.1.-	COG1670	Acetyltransferase
INHMNHHN_03495	CDS	579		2.3.1.-	COG1670	Acetyltransferase
INHMNHHN_03496	CDS	1596				hypothetical protein
INHMNHHN_03497	CDS	870	tesB			acyl-CoA thioesterase II
INHMNHHN_03498	CDS	597				phosphoglycolate phosphatase
INHMNHHN_03499	CDS	282				DNA binding protein
INHMNHHN_03500	CDS	921	sfnC	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
INHMNHHN_03501	CDS	1014				taurine-binding protein
INHMNHHN_03502	CDS	792				taurine ABC transporter ATP-binding protein
INHMNHHN_03503	CDS	819				taurine ABC transporter permease
INHMNHHN_03504	CDS	834	tauD_3	1.14.11.17		taurine dioxygenase
INHMNHHN_03505	CDS	2037				hypothetical protein
INHMNHHN_03506	CDS	1452				choline transporter
INHMNHHN_03507	CDS	972	pstS			phosphate ABC transporter substrate-binding protein
INHMNHHN_03508	CDS	2286	pstC			phosphate ABC transporter permease
INHMNHHN_03509	CDS	1677	pstA			phosphate ABC transporter permease
INHMNHHN_03510	CDS	834	pstB			phosphate ABC transporter ATP-binding protein
INHMNHHN_03511	CDS	729	phoU			phosphate uptake regulatory protein PhoU
INHMNHHN_03512	CDS	903				two-component response regulator
INHMNHHN_03513	CDS	900				hypothetical protein
INHMNHHN_03514	CDS	1341				hypothetical protein
INHMNHHN_03515	CDS	1332	phoR			two-component sensor PhoR
INHMNHHN_03516	CDS	690	phoB			two-component response regulator PhoB
INHMNHHN_03517	CDS	384				hypothetical protein
INHMNHHN_03518	CDS	891	ubiA			4-hydroxybenzoate octaprenyltransferase
INHMNHHN_03519	CDS	537	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
INHMNHHN_03520	CDS	756	glcC			DNA-binding transcriptional regulator GlcC
INHMNHHN_03521	CDS	1500	glcD_2			glycolate oxidase subunit GlcD
INHMNHHN_03522	CDS	1080	glcE			glycolate oxidase FAD binding subunit
INHMNHHN_03523	CDS	1227	glcF			glycolate oxidase iron-sulfur subunit
INHMNHHN_03524	CDS	402				hypothetical protein
INHMNHHN_03525	CDS	168	rubA1			rubredoxin
INHMNHHN_03526	CDS	168	rubA2			rubredoxin
INHMNHHN_03527	CDS	1155				rubredoxin reductase
INHMNHHN_03528	CDS	273				DNA-binding protein
INHMNHHN_03529	CDS	393				hypothetical protein
INHMNHHN_03530	CDS	1410				hypothetical protein
INHMNHHN_03531	CDS	2076	recG			ATP-dependent DNA helicase RecG
INHMNHHN_03532	CDS	933	oxyR			transcriptional regulator
INHMNHHN_03533	CDS	852				hypothetical protein
INHMNHHN_03534	CDS	801				transcriptional regulator
INHMNHHN_03535	CDS	621	rhtC_2		COG1280	Threonine efflux protein
INHMNHHN_03536	CDS	732				hypothetical protein
INHMNHHN_03537	CDS	381	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
INHMNHHN_03538	CDS	2106	spoT			guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
INHMNHHN_03539	CDS	267	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
INHMNHHN_03540	CDS	612	gmk	2.7.4.8		guanylate kinase
INHMNHHN_03541	CDS	864				hypothetical protein
INHMNHHN_03542	CDS	720	rph	2.7.7.56		ribonuclease PH
INHMNHHN_03543	CDS	372				hypothetical protein
INHMNHHN_03544	CDS	780	crc			catabolite repression control protein
INHMNHHN_03545	CDS	642	pyrE	2.4.2.10		orotate phosphoribosyltransferase
INHMNHHN_03546	CDS	618				hypothetical protein
INHMNHHN_03547	CDS	465	ybgC_1	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
INHMNHHN_03548	CDS	390				mono-heme cytochrome C
INHMNHHN_03549	CDS	1395				oxidoreductase
INHMNHHN_03550	CDS	1278				hypothetical protein
INHMNHHN_03551	CDS	951				hypothetical protein
INHMNHHN_03552	CDS	1071				transcriptional regulator
INHMNHHN_03553	CDS	906	argB	2.7.2.8		acetylglutamate kinase
INHMNHHN_03554	CDS	2607	algC			phosphomannomutase
INHMNHHN_03555	CDS	456	dut	3.6.1.23		deoxyuridine 5'-triphosphate nucleotidohydrolase
INHMNHHN_03556	CDS	1209	coaC	4.1.1.36		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
INHMNHHN_03557	CDS	675	radC			DNA repair protein RadC
INHMNHHN_03558	CDS	549				hypothetical protein
INHMNHHN_03559	CDS	1581				dipeptide ABC transporter substrate-binding protein
INHMNHHN_03560	CDS	237	rpmB			50S ribosomal protein L28
INHMNHHN_03561	CDS	156	rpmG			50S ribosomal protein L33
INHMNHHN_03562	CDS	363				hypothetical protein
INHMNHHN_03563	CDS	1335				omega amino acid--pyruvate transaminase
INHMNHHN_03564	CDS	1494				aldehyde dehydrogenase
INHMNHHN_03565	CDS	1164				major facilitator superfamily transporter
INHMNHHN_03566	CDS	1554	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
INHMNHHN_03567	CDS	1320				oxidoreductase
INHMNHHN_03568	CDS	489	lrp			leucine-responsive regulatory protein
INHMNHHN_03569	CDS	2568				hypothetical protein
INHMNHHN_03570	CDS	192				hypothetical protein
INHMNHHN_03571	CDS	345				hypothetical protein
INHMNHHN_03572	CDS	1299	dadA	1.4.99.6		D-amino acid dehydrogenase small subunit
INHMNHHN_03573	CDS	354	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
INHMNHHN_03574	CDS	1074	dadX	5.1.1.1		alanine racemase
INHMNHHN_03575	CDS	549				transcriptional regulator
INHMNHHN_03576	CDS	429	cycB			cytochrome C5
INHMNHHN_03577	CDS	1929		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
INHMNHHN_03578	CDS	573		2.4.2.22		xanthine phosphoribosyltransferase
INHMNHHN_03579	CDS	1719	poxB			pyruvate dehydrogenase
INHMNHHN_03580	CDS	2010	rep			ATP-dependent DNA helicase Rep
INHMNHHN_03581	CDS	1677				hypothetical protein
INHMNHHN_03582	CDS	1467				multidrug efflux protein NorA
INHMNHHN_03583	CDS	918				transcriptional regulator
INHMNHHN_03584	CDS	1050	pchP			phosphorylcholine phosphatase
INHMNHHN_03585	CDS	630				choline transporter
INHMNHHN_03586	CDS	735	xerC_2			Tyrosine recombinase XerC
INHMNHHN_03587	CDS	546				hypothetical protein
INHMNHHN_03588	tmRNA	353	ssrA			transfer-messenger RNA, SsrA
INHMNHHN_03589	CDS	879				hypothetical protein
INHMNHHN_03590	CDS	684				transcriptional regulator
INHMNHHN_03591	CDS	942				hydrolase
INHMNHHN_03592	CDS	834				hypothetical protein
INHMNHHN_03593	CDS	1020	oruR			ornithine utilization transcriptional regulator OruR
INHMNHHN_03594	CDS	642	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
INHMNHHN_03595	CDS	714	yiaD		COG2885	putative lipoprotein YiaD
INHMNHHN_03596	CDS	915				acyltransferase
INHMNHHN_03597	CDS	2115	pta	2.3.1.8		phosphate acetyltransferase
INHMNHHN_03598	CDS	1185	ackA_1	2.7.2.1		acetate kinase
INHMNHHN_03599	CDS	486	slyD			peptidyl-prolyl cis-trans isomerase SlyD
INHMNHHN_03600	CDS	483				glutathione peroxidase
INHMNHHN_03601	CDS	591				transcriptional regulator
INHMNHHN_03602	CDS	1113				oxidoreductase
INHMNHHN_03603	CDS	960				hypothetical protein
INHMNHHN_03604	CDS	1221				glycosyl transferase family protein
INHMNHHN_03605	CDS	624	plcR			phospholipase C accessory protein PlcR
INHMNHHN_03606	CDS	2193	plcH			hemolytic phospholipase C
INHMNHHN_03607	CDS	2013				neutral ceramidase
INHMNHHN_03608	CDS	741				sulfate transporter CysZ
INHMNHHN_03609	CDS	1986				hypothetical protein
INHMNHHN_03610	CDS	600				alkyl hydroperoxide reductase
INHMNHHN_03611	CDS	951	trxB2			thioredoxin reductase
INHMNHHN_03612	CDS	420				hypothetical protein
INHMNHHN_03613	CDS	963		4.3.1.19		serine/threonine dehydratase
INHMNHHN_03614	CDS	1170	cbpD			chitin-binding protein CbpD
INHMNHHN_03615	CDS	624				oxidoreductase
INHMNHHN_03616	CDS	1395	fumC2	4.2.1.2		fumarate hydratase
INHMNHHN_03617	CDS	1020				hypothetical protein
INHMNHHN_03618	CDS	504				hypothetical protein
INHMNHHN_03619	CDS	306	bolA			morphogene protein BolA
INHMNHHN_03620	CDS	939				hypothetical protein
INHMNHHN_03621	CDS	639				hypothetical protein
INHMNHHN_03622	CDS	1791				ABC transporter ATP-binding protein/permease
INHMNHHN_03623	CDS	2457				hypothetical protein
INHMNHHN_03624	CDS	783				hypothetical protein
INHMNHHN_03625	CDS	960				oxidoreductase
INHMNHHN_03626	CDS	174				hypothetical protein
INHMNHHN_03627	CDS	789				transcriptional regulator
INHMNHHN_03628	CDS	1074	hpd_1			4-hydroxyphenylpyruvate dioxygenase
INHMNHHN_03629	CDS	1419	aroP2			aromatic amino acid transporter AroP
INHMNHHN_03630	CDS	384	mliC			lysozyme inhibitor
INHMNHHN_03631	CDS	414				peptidyl-tRNA hydrolase
INHMNHHN_03632	CDS	933	pbpG			D-alanyl-D-alanine endopeptidase
INHMNHHN_03633	CDS	1200	phhC	2.6.1.57		aromatic amino acid aminotransferase
INHMNHHN_03634	CDS	357	phhB	4.2.1.96		pterin-4-alpha-carbinolamine dehydratase
INHMNHHN_03635	CDS	789	phhA	1.14.16.1		phenylalanine 4-monooxygenase
INHMNHHN_03636	CDS	1560	phhR			transcriptional regulator PhhR
INHMNHHN_03637	CDS	267				hypothetical protein
INHMNHHN_03638	CDS	2196	aaeB_4			p-hydroxybenzoic acid efflux pump subunit AaeB
INHMNHHN_03639	CDS	945				transcriptional regulator
INHMNHHN_03640	CDS	897				transcriptional regulator
INHMNHHN_03641	CDS	828	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
INHMNHHN_03642	CDS	1161				acyl-CoA dehydrogenase
INHMNHHN_03643	CDS	381				ring-cleaving dioxygenase
INHMNHHN_03644	CDS	1353				hypothetical protein
INHMNHHN_03645	CDS	1203	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
INHMNHHN_03646	CDS	828				acyl-CoA lyase subunit beta
INHMNHHN_03647	CDS	996				C4-dicarboxylate-binding protein
INHMNHHN_03648	CDS	639				C4-dicarboxylate transporter
INHMNHHN_03649	CDS	1284				C4-dicarboxylate transporter
INHMNHHN_03650	CDS	1956	acsA	6.2.1.1		acetyl-CoA synthetase
INHMNHHN_03651	CDS	780	aotJ			arginine/ornithine ABC transporter substrate-binding protein AotJ
INHMNHHN_03652	CDS	690	aotQ			arginine/ornithine ABC transporter permease AotQ
INHMNHHN_03653	CDS	699	aotM			arginine/ornithine ABC transporter permease AotM
INHMNHHN_03654	CDS	1113				hypothetical protein
INHMNHHN_03655	CDS	765	aotP			arginine/ornithine ABC transporter ATP-binding protein AotP
INHMNHHN_03656	CDS	990	argR			transcriptional regulator ArgR
INHMNHHN_03657	CDS	261				hypothetical protein
INHMNHHN_03658	CDS	1221	aruC	2.6.1.11		acetylornithine aminotransferase
INHMNHHN_03659	CDS	1017	aruF			arginine N-succinyltransferase subunit alpha
INHMNHHN_03660	CDS	1023	aruG			arginine N-succinyltransferase subunit beta
INHMNHHN_03661	CDS	1464	aruD			N-succinylglutamate 5-semialdehyde dehydrogenase
INHMNHHN_03662	CDS	1347	aruB	3.5.3.23		N-succinylarginine dihydrolase
INHMNHHN_03663	CDS	291				hypothetical protein
INHMNHHN_03664	CDS	999	aruE			succinylglutamate desuccinylase
INHMNHHN_03665	CDS	1005	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
INHMNHHN_03666	CDS	2625	alaS	6.1.1.7		alanine--tRNA ligase
INHMNHHN_03667	CDS	1239	lysC	2.7.2.4		aspartokinase
INHMNHHN_03668	CDS	186	rsmA			carbon storage regulator
INHMNHHN_03669	tRNA	91				tRNA-Ser(gct)
INHMNHHN_03670	tRNA	77				tRNA-Arg(acg)
INHMNHHN_03671	tRNA	77				tRNA-Arg(acg)
INHMNHHN_03672	CDS	714				transcriptional regulator
INHMNHHN_03673	CDS	531				hypothetical protein
INHMNHHN_03674	CDS	375				hypothetical protein
INHMNHHN_03675	CDS	276				hypothetical protein
INHMNHHN_03676	CDS	504				hypothetical protein
INHMNHHN_03677	CDS	453				hypothetical protein
INHMNHHN_03678	CDS	333				hypothetical protein
INHMNHHN_03679	CDS	1449	mgtE			Mg transporter MgtE
INHMNHHN_03680	CDS	393				hypothetical protein
INHMNHHN_03681	CDS	462				hypothetical protein
INHMNHHN_03682	CDS	1323				ribosomal protein S12 methylthiotransferase RimO
INHMNHHN_03683	CDS	1905	kup			potassium transport system protein kup
INHMNHHN_03684	CDS	549				cytochrome b561
INHMNHHN_03685	CDS	1284				hypothetical protein
INHMNHHN_03686	CDS	2646				hypothetical protein
INHMNHHN_03687	CDS	360				hypothetical protein
INHMNHHN_03688	CDS	315				hypothetical protein
INHMNHHN_03689	tRNA	77				tRNA-Met(cat)
INHMNHHN_03690	CDS	1050	dinB	2.7.7.7		DNA polymerase IV
INHMNHHN_03691	CDS	1929				hypothetical protein
INHMNHHN_03692	CDS	408				hypothetical protein
INHMNHHN_03693	CDS	426				hypothetical protein
INHMNHHN_03694	CDS	990	ldhA_1			D-lactate dehydrogenase
INHMNHHN_03695	CDS	2778	gacS			sensor/response regulator hybrid protein
INHMNHHN_03696	CDS	720				two-component response regulator
INHMNHHN_03697	CDS	1341				two-component sensor
INHMNHHN_03698	CDS	2229	pirA_2			outer membrane receptor FepA
INHMNHHN_03699	CDS	900	cysM_1	2.5.1.47		cysteine synthase B
INHMNHHN_03700	CDS	1353	ygcA			23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
INHMNHHN_03701	CDS	2244	relA			GTP pyrophosphokinase
INHMNHHN_03702	CDS	831		3.6.1.9		nucleoside triphosphate pyrophosphohydrolase
INHMNHHN_03703	CDS	939	lpxO2			lipopolysaccharide biosynthetic protein LpxO
INHMNHHN_03704	CDS	540				hypothetical protein
INHMNHHN_03705	CDS	1329	wzz_1			O-antigen chain length regulator
INHMNHHN_03706	CDS	192				hypothetical protein
INHMNHHN_03707	CDS	327				hypothetical protein
INHMNHHN_03708	CDS	255				hypothetical protein
INHMNHHN_03709	CDS	234				hypothetical protein
INHMNHHN_03710	CDS	561				transcriptional regulator
INHMNHHN_03711	CDS	717				hypothetical protein
INHMNHHN_03712	CDS	669	purN	2.1.2.2		phosphoribosylglycinamide formyltransferase
INHMNHHN_03713	CDS	1062	purM	6.3.3.1		phosphoribosylformylglycinamidine cyclo-ligase
INHMNHHN_03714	CDS	1038				hypothetical protein
INHMNHHN_03715	CDS	705				DNA replication initiation factor
INHMNHHN_03716	CDS	420				hypothetical protein
INHMNHHN_03717	CDS	597	wrbA			NAD(P)H dehydrogenase
INHMNHHN_03718	CDS	354				arsenate reductase
INHMNHHN_03719	CDS	1236				hypothetical protein
INHMNHHN_03720	CDS	195				hypothetical protein
INHMNHHN_03721	CDS	384				hypothetical protein
INHMNHHN_03722	CDS	465				thioredoxin
INHMNHHN_03723	CDS	276		3.6.1.7		acylphosphatase
INHMNHHN_03724	CDS	957				hypothetical protein
INHMNHHN_03725	CDS	1716	proS	6.1.1.15		proline--tRNA ligase
INHMNHHN_03726	CDS	408				hypothetical protein
INHMNHHN_03727	CDS	1326	oprD_1			porin D
INHMNHHN_03728	CDS	429				hypothetical protein
INHMNHHN_03729	CDS	210	slyX			Protein SlyX
INHMNHHN_03730	CDS	615				cold-shock protein
INHMNHHN_03731	CDS	471				DNA-binding stress protein
INHMNHHN_03732	CDS	1776	aspS	6.1.1.12		aspartate--tRNA ligase
INHMNHHN_03733	CDS	747	pmpR			transcriptional regulator PmpR
INHMNHHN_03734	CDS	525	ruvC	3.1.22.4		crossover junction endodeoxyribonuclease RuvC
INHMNHHN_03735	CDS	606	ruvA			Holliday junction ATP-dependent DNA helicase RuvA
INHMNHHN_03736	CDS	1059	ruvB	3.6.1.-		Holliday junction ATP-dependent DNA helicase RuvB
INHMNHHN_03737	CDS	447	ybgC_2	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
INHMNHHN_03738	CDS	696	tolQ			translocation protein TolQ
INHMNHHN_03739	CDS	441	tolR_1			translocation protein TolR
INHMNHHN_03740	CDS	1044	tolA			translocation protein TolA
INHMNHHN_03741	CDS	1299	tolB_2			translocation protein TolB
INHMNHHN_03742	CDS	507	oprL			peptidoglycan associated lipoprotein OprL
INHMNHHN_03743	CDS	825	cpoB_2			Cell division coordinator CpoB
INHMNHHN_03744	CDS	648				radical activating enzyme
INHMNHHN_03745	CDS	675				7-cyano-7-deazaguanine synthase
INHMNHHN_03746	tRNA	76				tRNA-Lys(ttt)
INHMNHHN_03747	CDS	1281	xerC_3			Tyrosine recombinase XerC
INHMNHHN_03748	CDS	1920				hypothetical protein
INHMNHHN_03749	CDS	1194	desA_1			delta-9 fatty acid desaturase DesA
INHMNHHN_03750	CDS	2019				hypothetical protein
INHMNHHN_03751	CDS	495				hypothetical protein
INHMNHHN_03752	CDS	363				hypothetical protein
INHMNHHN_03753	CDS	720				hypothetical protein
INHMNHHN_03754	CDS	135				hypothetical protein
INHMNHHN_03755	CDS	264				hypothetical protein
INHMNHHN_03756	CDS	8265	ndvB_1	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
INHMNHHN_03757	CDS	351				hypothetical protein
INHMNHHN_03758	CDS	273				hypothetical protein
INHMNHHN_03759	CDS	354				hypothetical protein
INHMNHHN_03760	CDS	1536				hypothetical protein
INHMNHHN_03761	CDS	345				hypothetical protein
INHMNHHN_03762	CDS	1389				hypothetical protein
INHMNHHN_03763	CDS	939				hypothetical protein
INHMNHHN_03764	CDS	624				hypothetical protein
INHMNHHN_03765	CDS	147				hypothetical protein
INHMNHHN_03766	CDS	267			COG3039	IS5 family transposase ISPa41
INHMNHHN_03767	CDS	1299				hypothetical protein
INHMNHHN_03768	CDS	1335				hypothetical protein
INHMNHHN_03769	CDS	219				hypothetical protein
INHMNHHN_03770	CDS	660				hypothetical protein
INHMNHHN_03771	CDS	285				hypothetical protein
INHMNHHN_03772	CDS	2943				hypothetical protein
INHMNHHN_03773	CDS	444				hypothetical protein
INHMNHHN_03774	CDS	1506				hypothetical protein
INHMNHHN_03775	CDS	885				hypothetical protein
INHMNHHN_03776	CDS	660				hypothetical protein
INHMNHHN_03777	CDS	387				hypothetical protein
INHMNHHN_03778	CDS	357				hypothetical protein
INHMNHHN_03779	CDS	150				hypothetical protein
INHMNHHN_03780	CDS	339				hypothetical protein
INHMNHHN_03781	CDS	300				hypothetical protein
INHMNHHN_03782	CDS	1110				hypothetical protein
INHMNHHN_03783	CDS	1482	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
INHMNHHN_03784	CDS	747				hypothetical protein
INHMNHHN_03785	CDS	2232				hypothetical protein
INHMNHHN_03786	CDS	270				hypothetical protein
INHMNHHN_03787	CDS	501				hypothetical protein
INHMNHHN_03788	CDS	582				hypothetical protein
INHMNHHN_03789	CDS	756				hypothetical protein
INHMNHHN_03790	CDS	693				hypothetical protein
INHMNHHN_03791	CDS	1335				hypothetical protein
INHMNHHN_03792	CDS	744				hypothetical protein
INHMNHHN_03793	CDS	1191				hypothetical protein
INHMNHHN_03794	CDS	228				IS3 family transposase ISPst4
INHMNHHN_03795	CDS	2250				hypothetical protein
INHMNHHN_03796	CDS	1446				hypothetical protein
INHMNHHN_03797	CDS	606				hypothetical protein
INHMNHHN_03798	CDS	255				hypothetical protein
INHMNHHN_03799	CDS	363				hypothetical protein
INHMNHHN_03800	CDS	276				hypothetical protein
INHMNHHN_03801	CDS	633				hypothetical protein
INHMNHHN_03802	CDS	357				hypothetical protein
INHMNHHN_03803	CDS	171				hypothetical protein
INHMNHHN_03804	CDS	198				hypothetical protein
INHMNHHN_03805	CDS	480				hypothetical protein
INHMNHHN_03806	CDS	135				hypothetical protein
INHMNHHN_03807	CDS	390				hypothetical protein
INHMNHHN_03808	CDS	438				hypothetical protein
INHMNHHN_03809	CDS	1329				hypothetical protein
INHMNHHN_03810	CDS	942	pilT_2		COG2805	Twitching mobility protein
INHMNHHN_03811	CDS	531				hypothetical protein
INHMNHHN_03812	CDS	1080	tcpE			Toxin coregulated pilus biosynthesis protein E
INHMNHHN_03813	CDS	1581				hypothetical protein
INHMNHHN_03814	CDS	534				hypothetical protein
INHMNHHN_03815	CDS	1326				hypothetical protein
INHMNHHN_03816	CDS	1710				hypothetical protein
INHMNHHN_03817	CDS	1125				hypothetical protein
INHMNHHN_03818	CDS	1974	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
INHMNHHN_03819	CDS	1890				hypothetical protein
INHMNHHN_03820	CDS	1920	topA_1	5.99.1.2		DNA topoisomerase I
INHMNHHN_03821	CDS	231	vapB		COG4456	Antitoxin VapB
INHMNHHN_03822	CDS	411	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
INHMNHHN_03823	CDS	183				hypothetical protein
INHMNHHN_03824	CDS	219				hypothetical protein
INHMNHHN_03825	CDS	489				Single-stranded DNA-binding protein
INHMNHHN_03826	CDS	840				hypothetical protein
INHMNHHN_03827	CDS	549				hypothetical protein
INHMNHHN_03828	CDS	729				hypothetical protein
INHMNHHN_03829	CDS	198				hypothetical protein
INHMNHHN_03830	CDS	600	ftsX			cell division protein FtsX
INHMNHHN_03831	CDS	144	ftsE			cell division protein FtsE
INHMNHHN_03832	CDS	612	cupC1			fimbrial subunit CupC1
INHMNHHN_03833	CDS	714	cupC2			chaperone CupC2
INHMNHHN_03834	CDS	2520	cupC3			usher CupC3
INHMNHHN_03835	CDS	522	ogt_2			methylated-DNA--protein-cysteine methyltransferase
INHMNHHN_03836	CDS	1554	pqsA			anthranilate--CoA ligase
INHMNHHN_03837	CDS	852	pqsB		COG0332	2-heptyl-4(1H)-quinolone synthase subunit PqsB
INHMNHHN_03838	CDS	1047	pqsD_1	2.3.1.180		3-oxoacyl-ACP synthase
INHMNHHN_03839	CDS	1014	pqsD_2	2.3.1.180		3-oxoacyl-ACP synthase
INHMNHHN_03840	CDS	906	pqsE			thioesterase PqsE
INHMNHHN_03841	CDS	1572	phnA	4.1.3.27		anthranilate synthase component I
INHMNHHN_03842	CDS	603	phnB			anthranilate synthase component II
INHMNHHN_03843	CDS	999	mvfR			transcriptional regulator MvfR
INHMNHHN_03844	CDS	1059	nadA			quinolinate synthetase
INHMNHHN_03845	CDS	1434	bepA_4	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
INHMNHHN_03846	CDS	252				sulfurtransferase TusA
INHMNHHN_03847	CDS	1074				hypothetical protein
INHMNHHN_03848	CDS	474	bcp			bacterioferritin comigratory protein
INHMNHHN_03849	CDS	558	gcvR		COG2716	Glycine cleavage system transcriptional repressor
INHMNHHN_03850	CDS	879	dapA_1			4-hydroxy-tetrahydrodipicolinate synthase
INHMNHHN_03851	CDS	1191	bamC			Outer membrane protein assembly factor BamC
INHMNHHN_03852	CDS	759	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
INHMNHHN_03853	CDS	711	purC	6.3.2.6		phosphoribosylaminoimidazole-succinocarboxamide synthase
INHMNHHN_03854	tRNA	90				tRNA-Ser(cga)
INHMNHHN_03855	CDS	900				glycosyl transferase family protein
INHMNHHN_03856	CDS	801				transcriptional regulator
INHMNHHN_03857	CDS	312				hypothetical protein
INHMNHHN_03858	CDS	1152				thiolase
INHMNHHN_03859	CDS	2148	pauA_2			pimeloyl-CoA synthetase
INHMNHHN_03860	CDS	867				hypothetical protein
INHMNHHN_03861	CDS	1356	mucK			cis,cis-muconate transporter MucK
INHMNHHN_03862	CDS	408				thioesterase
INHMNHHN_03863	CDS	1065				acyl-CoA dehydrogenase
INHMNHHN_03864	CDS	762				enoyl-CoA hydratase
INHMNHHN_03865	CDS	1146				acyl-CoA dehydrogenase
INHMNHHN_03866	CDS	918				short-chain dehydrogenase
INHMNHHN_03867	CDS	987				nitronate monooxygenase
INHMNHHN_03868	CDS	1251				porin
INHMNHHN_03869	CDS	477				hypothetical protein
INHMNHHN_03870	CDS	1494				aldehyde dehydrogenase
INHMNHHN_03871	CDS	1287				oxidoreductase
INHMNHHN_03872	CDS	369				hypothetical protein
INHMNHHN_03873	CDS	756				hypothetical protein
INHMNHHN_03874	CDS	1476				DNA recombination protein RmuC
INHMNHHN_03875	CDS	2544	quiP_1			acyl-homoserine lactone acylase QuiP
INHMNHHN_03876	CDS	642				glutathione S-transferase
INHMNHHN_03877	CDS	201				hypothetical protein
INHMNHHN_03878	CDS	495				hypothetical protein
INHMNHHN_03879	CDS	561				hypothetical protein
INHMNHHN_03880	CDS	621				hypothetical protein
INHMNHHN_03881	CDS	318				hypothetical protein
INHMNHHN_03882	CDS	375				hypothetical protein
INHMNHHN_03883	CDS	498				hypothetical protein
INHMNHHN_03884	CDS	633	pal_2			Peptidoglycan-associated lipoprotein
INHMNHHN_03885	CDS	300				hypothetical protein
INHMNHHN_03886	CDS	810				hypothetical protein
INHMNHHN_03887	CDS	465				hypothetical protein
INHMNHHN_03888	CDS	2145				ATP-dependent DNA helicase DinG
INHMNHHN_03889	CDS	1185				hypothetical protein
INHMNHHN_03890	CDS	1146				esterase
INHMNHHN_03891	CDS	882	pal_3			Peptidoglycan-associated lipoprotein
INHMNHHN_03892	CDS	648	pdxH	1.4.3.5		pyridoxine/pyridoxamine 5'-phosphate oxidase
INHMNHHN_03893	CDS	1113	cdaR		COG3835	Carbohydrate diacid regulator
INHMNHHN_03894	CDS	1359				transporter
INHMNHHN_03895	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
INHMNHHN_03896	CDS	243				hypothetical protein
INHMNHHN_03897	CDS	465	slyB		COG3133	Outer membrane lipoprotein SlyB
INHMNHHN_03898	CDS	2802				monovalent cation/H+ antiporter subunit A
INHMNHHN_03899	CDS	339				monovalent cation/H+ antiporter subunit C
INHMNHHN_03900	CDS	1500				monovalent cation/H+ antiporter subunit D
INHMNHHN_03901	CDS	525				monovalent cation/H+ antiporter subunit E
INHMNHHN_03902	CDS	270				monovalent cation/H+ antiporter subunit F
INHMNHHN_03903	CDS	348				monovalent cation/H+ antiporter subunit G
INHMNHHN_03904	CDS	906				hypothetical protein
